"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id"
"A000009","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/A000009.json","James",,"Abdnor",,"1923-02-13","M","R",,,,,"400672",,,"14000",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:51 -0400","ocd-division/country:us/state:sd",,,,"SD","3","",""
"A000208","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/A000208.json","Mark",,"Andrews",,"1926-05-19","M","R",,,,,"400881",,,"10569",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:51 -0400","ocd-division/country:us/state:nd",,,,"ND","3","",""
"A000219","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000219.json","William","Lester","Armstrong",,"1937-03-16","M","R",,,,,"400927",,,"14002",,,"","",,,false,,,,"7",,,,"2013-04-12 20:11:53 -0400","ocd-division/country:us/state:co",,,,"CO","2","","S134"
"B000243","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000243.json","Max",,"Baucus",,"1941-12-11","M","D",,,,"SenatorBaucus","300005","1727",,"14203",,"/m/01rcm2","","http://www.baucus.senate.gov",,,false,,,,"7",,,,"2016-06-14 16:25:58 -0400","ocd-division/country:us/state:mt",,,,"MT","2","","S127"
"B000401","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000401.json","Lloyd","Millard","Bentsen",,"1921-02-11",,"D",,,,,"401391",,,"660",,,"","",,,false,,,,"15",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:tx",,,,"TX","1","","S009"
"B000444","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000444.json","Joseph","R.","Biden","Jr.","1942-11-20","M","D",,,,,"300008","34",,"14101",,,"","",,,false,,,,"13",,,,"2017-11-29 06:35:51 -0500","ocd-division/country:us/state:de",,,,"DE","2","","S010"
"B000468","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000468.json","Jeff",,"Bingaman",,"1943-10-03","M","D",,"jeffbingaman",,"SenJeffBingaman","300009","590",,"15101",,"/m/01xck2","","",,,false,,,,"3",,,,"2016-06-14 16:25:59 -0400","ocd-division/country:us/state:nm",,,,"NM","1","","S167"
"B000639","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000639.json","David","Lyle","Boren",,"1941-04-21","M","D",,,,,"401604",,,"14700",,,"","",,,false,,,,"7",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ok",,,,"OK","2","","S128"
"B000647","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000647.json","Rudolph","Eli","Boschwitz",,"1930-11-07",,"R",,,,,"401611",,,"14701",,,"","",,,false,,,,"7",,,,"2013-04-12 20:11:53 -0400","ocd-division/country:us/state:mn",,,,"MN","2","","S135"
"B001225","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B001225.json","William","Warren","Bradley",,"1943-07-28","M","D",,,,,"401709",,,"14702",,,"","",,,false,,,,"7",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:nj",,,,"NJ","2","","S132"
"B000966","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000966.json","James","Thomas","Broyhill",,"1927-08-19","M","R",,,,,"401918",,,"10574",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:nc",,,,"NC","3","",""
"B001057","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001057.json","Dale",,"Bumpers",,"1925-08-12","M","D",,,,,"402004",,,"14300",,,"","",,,false,,,,"11",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ar",,,,"AR","3","","S014"
"B001077","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001077.json","Quentin","Northrup","Burdick",,"1908-06-19",,"D",,,,,"402023",,,"1252",,,"","",,,false,,,,"25",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:nd",,,,"ND","1","","S015"
"B001210","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001210.json","Robert","C.","Byrd",,"1917-11-20","M","D",,,,,"300016",,,"1366",,"/m/06bss","","",,,false,,,,"27",,,,"2016-06-14 16:26:04 -0400","ocd-division/country:us/state:wv",,,,"WV","1","","S017"
"C000269","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000269.json","John","H.","Chafee",,"1922-10-22","M","R",,,,,"402412",,,"14500",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:ri",,,,"RI","1","","S116"
"C000322","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000322.json","Eugene","A.","Chappie",,"1920-03-28","M","R",,,,,"402464",,,"14805",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:53 -0400","ocd-division/country:us/state:wa",,,,"WA","3","",""
"C000356","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000356.json","Lawton","Mainor","Chiles",,"1930-04-03",,"D",,,,,"402495",,,"13101",,,"","",,,false,,,,"15",,,,"2013-04-12 20:11:52 -0400","ocd-division/country:us/state:fl",,,,"FL","1","",""
"C000567","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000567.json","Thad",,"Cochran",,"1937-12-07","M","R",,"SenThadCochran",,"sencochran","300023","1200","53312","14009","N00003328","/m/01fmcd","","https://www.cochran.senate.gov",,,false,,,,"7",,,,"2018-03-07 08:14:11 -0500","ocd-division/country:us/state:ms",,,,"MS","2","","S136"
"C000598","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000598.json","William","Sebastian","Cohen",,"1940-08-28","M","R",,,,,"402727",,,"14010",,,"","",,,false,,,,"7",,,,"2013-04-12 20:11:55 -0400","ocd-division/country:us/state:me",,,,"ME","2","","S137"
"C000877","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000877.json","Alan",,"Cranston",,"1914-06-19",,"D",,,,,"402990",,,"12103",,,"","",,,false,,,,"17",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ca",,,,"CA","3","","S023"
"D000018","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000018.json","Alfonse","M.","D'Amato",,"1937-08-01","M","R",,,,,"403142",,,"14900",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ny",,,,"NY","3","","S147"
"D000030","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/D000030.json","John","Claggett","Danforth",,"1936-09-05","M","R",,,,,"403171","103",,"14501",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:mo",,,,"MO","1","","S108"
"D000185","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/D000185.json","Dennis","Webster","DeConcini",,"1937-05-08","M","D",,,,,"403346",,,"14502",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:az",,,,"AZ","1","","S102"
"D000259","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000259.json","Jeremiah","Andrew","Denton",,"1924-07-15","M","R",,,,,"403397",,,"14901",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:51 -0400","ocd-division/country:us/state:al",,,,"AL","3","",""
"D000366","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000366.json","Alan","John","Dixon",,"1927-07-07",,"D",,,,,"403483",,,"14902",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:il",,,,"IL","3","","S149"
"D000388","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000388.json","Christopher","J.","Dodd",,"1944-05-27","M","D",,"SenChrisDodd",,"SenChrisDodd","300034",,,"14213",,"/m/01xcly","","",,,false,,,,"5",,,,"2016-06-14 16:30:50 -0400","ocd-division/country:us/state:ct",,,,"CT","3","","S150"
"D000401","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000401.json","Robert","Joseph","Dole",,"1923-07-22","M","R",,,,,"403515",,,"10513",,,"","",,,false,,,,"17",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ks",,,,"KS","3","","S026"
"D000407","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/D000407.json","Pete","V.","Domenici",,"1932-05-07","M","R",,,,,"300036",,,"14103",,,"","",,,false,,,,"13",,,,"2013-04-12 20:12:01 -0400","ocd-division/country:us/state:nm",,,,"NM","2","","S027"
