"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000069","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/A000069.json","Daniel","K.","Akaka",,"1924-09-11","M","D",,"SenatorAkaka",,"senatorakaka","300001","8704",,"14400",,"/m/01rbrq","","",,,false,,,,"17","2012",657,2,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:hi",,,,"HI","1","","S213",0.3,97.22,2.78
"A000360","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000360.json","Lamar",,"Alexander",,"1940-07-03","M","R",,"SenAlexander","senatorlamaralexander","lamaralexander","300002","5","15691","40304","N00009888","/m/01rbs3","","https://www.alexander.senate.gov/public","https://www.alexander.senate.gov/public/?a=RSS.Feed",,false,,,,"5","2008",657,29,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:tn",,,,"TN","2","","S289",4.41,89.74,10.26
"A000109","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000109.json","Wayne","A.","Allard",,"1943-12-02","M","R",,,,,"300003",,,"15801",,,"","",,,false,,,,"11","2008",657,23,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:co",,,,"CO","2","","S250",3.5,89.79,10.21
"B001261","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001261.json","John",,"Barrasso",,"1952-07-21","M","R",,"SenJohnBarrasso","johnbarrasso","barrassowyo","412251","1024777","52662","40707","N00006236","/m/02rsm32","","https://www.barrasso.senate.gov","https://www.barrasso.senate.gov/public/?a=rss.feed",,false,,,,"1","2008",431,0,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:wy",,,,"WY","1","","S317",0,87.35,12.65
"B000243","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000243.json","Max",,"Baucus",,"1941-12-11","M","D",,,,"SenatorBaucus","300005","1727",,"14203",,"/m/01rcm2","","http://www.baucus.senate.gov",,,false,,,,"29","2008",657,2,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:mt",,,,"MT","2","","S127",0.3,90.59,9.41
"B001233","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001233.json","Evan",,"Bayh",,"1955-12-26","M","D",,,,"SenEvanBayh","300006",,,"49901",,"/m/01rcnr","","",,,false,,,,"9","2010",657,19,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:in",,,,"IN","3","","S264",2.89,84.15,15.85
"B000382","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000382.json","Robert","F.","Bennett",,"1933-09-18","M","R",,,,"SenatorBennett","300007","25708",,"49307",,"/m/01xtg9","","",,,false,,,,"15","2010",657,8,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:ut",,,,"UT","3","","S231",1.22,88.59,11.41
"B000444","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000444.json","Joseph","R.","Biden","Jr.","1942-11-20","M","D",,,,,"300008","34",,"14101",,,"","",,,false,,,,"35","2008",657,209,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:de",,,,"DE","2","","S010",31.81,97.09,2.91
"B000468","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000468.json","Jeff",,"Bingaman",,"1943-10-03","M","D",,"jeffbingaman",,"SenJeffBingaman","300009","590",,"15101",,"/m/01xck2","","",,,false,,,,"25","2012",657,8,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:nm",,,,"NM","1","","S167",1.22,96.57,3.43
"B000611","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000611.json","Christopher","S.","Bond",,"1939-03-06","M","R",,,,"CSBondMO","300010","2360",,"15500",,"/m/01_6h2","","",,,false,,,,"21","2010",657,27,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:mo",,,,"MO","3","","S200",4.11,87.32,12.68
"B000711","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000711.json","Barbara",,"Boxer",,"1940-11-11","F","D",,"SenatorBoxer","senatorboxer","SenatorBoxer","300011","2470",,"15011",,"/m/01c1n5","","https://www.boxer.senate.gov","https://www.boxer.senate.gov/rss/?p=release",,false,,,,"15","2010",657,37,3,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:ca",,,,"CA","3","","S223",5.63,95.6,4.4
"B000944","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000944.json","Sherrod",,"Brown",,"1952-11-09","M","D",,"SenSherrodBrown","SenatorSherrodBrown","SherrodBrownOhio","400050","5051","27018","29389","N00003535","/m/034s80","","https://www.brown.senate.gov",,,false,,,,"1","2012",657,10,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:oh",,,,"OH","1","","S307",1.52,96.72,3.28
"B000953","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000953.json","Sam",,"Brownback",,"1956-09-12","M","R",,"SenSamBrownback",,"SenatorSamBrownback","300013",,,"29523",,"/m/0202ny","","",,,false,,,,"13","2010",657,142,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:ks",,,,"KS","3","","S249",21.61,89.92,10.08
"B001066","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001066.json","Jim",,"Bunning",,"1931-10-23","M","R",,,,"SenJimBunning","300014","1457",,"15405",,"/m/0lbm2","","",,,false,,,,"9","2010",657,21,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:ky",,,,"KY","3","","S265",3.2,87.74,12.26
"B001135","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001135.json","Richard","M.","Burr",,"1955-11-30","M","R",,"SenatorBurr","SenatorRichardBurr","SenatorRichardBurr","400054","31054","21787","29548","N00002221","/m/03g_s9","","https://www.burr.senate.gov",,,false,,,,"3","2010",657,19,1,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:nc",,,,"NC","3","","S300",2.89,89.82,10.18
"B001210","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001210.json","Robert","C.","Byrd",,"1917-11-20","M","D",,,,,"300016",,,"1366",,"/m/06bss","","",,,false,,,,"49","2012",657,65,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:wv",,,,"WV","1","","S017",9.89,89.4,10.6
"C000127","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000127.json","Maria",,"Cantwell",,"1958-10-13","F","D",,"SenatorCantwell","senatorcantwell","SenatorCantwell","300018","26137","27122","39310","N00007836","/m/01x68t","","https://www.cantwell.senate.gov",,,false,,,,"7","2012",657,7,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:wa",,,,"WA","1","","S275",1.07,95.65,4.35
"C000141","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000141.json","Benjamin","L.","Cardin",,"1943-10-05","M","D",,"SenatorCardin","senatorbencardin","senatorcardin","400064","4004","26888","15408","N00001955","/m/025k3k","","https://www.cardin.senate.gov",,,false,,,,"1","2012",657,5,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:md",,,,"MD","1","","S308",0.76,97.83,2.17
"C000174","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000174.json","Thomas","R.","Carper",,"1947-01-23","M","D",,"SenatorCarper","tomcarper","senatorcarper","300019","663","22421","15015","N00012508","/m/01xw7t","","https://www.carper.senate.gov/public","https://www.carper.senate.gov/public/?a=RSS.Feed",,false,,,,"7","2012",657,7,0,"2019-11-18 02:30:22 -0500","ocd-division/country:us/state:de",,,,"DE","1","","S277",1.07,89.89,10.11
"C001070","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C001070.json","Bob",,"Casey",,"1960-04-13","M","D",,"SenBobCasey","SenatorBobCasey","SenatorBobCasey","412246","47036","2541","40703","N00027503","/m/047ymw","","https://www.casey.senate.gov","https://www.casey.senate.gov/rss/feeds/?all",,false,,,,"1","2012",657,0,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:pa",,,,"PA","1","","S309",0,95.38,4.62
"C000286","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000286.json","Saxby",,"Chambliss",,"1943-11-10","M","R",,"SaxbyChambliss","SaxbyChambliss","SenatorChambliss","300021","36571",,"29512",,"/m/01xcms","","http://www.chambliss.senate.gov",,,false,,,,"5","2008",657,12,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:ga",,,,"GA","2","","S290",1.83,92.69,7.31
"C001041","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C001041.json","Hillary","Rodham","Clinton",,"1947-10-26","F","D",,,,,"300022",,,"40105",,,"","",,,false,,,,"7","2012",657,208,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:ny",,,,"NY","1","","S278",31.66,97.53,2.47
"C000560","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000560.json","Tom",,"Coburn",,"1948-03-14","M","R",,"TomCoburn",,"SenatorCoburn","400576","36751",,"29555",,"/m/03wnjr","","http://www.coburn.senate.gov",,,false,,,,"3","2010",657,50,0,"2019-10-07 08:29:38 -0400","ocd-division/country:us/state:ok",,,,"OK","3","","S301",7.61,80.67,19.33
