"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"B001230","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001230.json","Tammy",,"Baldwin",,"1962-02-11","F","D","Senate Democratic Caucus Secretary","SenatorBaldwin","senatortammybaldwin","witammybaldwin","400013","57884","3470","29940","N00004367","/m/024v02","H8WI00018","https://www.baldwin.senate.gov","https://www.baldwin.senate.gov/rss/feeds/?type=all","https://www.baldwin.senate.gov/feedback",true,,-0.493,,"9","2024",118,0,0,"2021-03-12 06:10:22 -0500","ocd-division/country:us/state:wi","709 Hart Senate Office Building","202-224-5653",,"WI","1","junior","S354",0,99.15,0.85
"B001261","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001261.json","John",,"Barrasso",,"1952-07-21","M","R","Senate Republican Conference Chair","SenJohnBarrasso","johnbarrasso","barrassowyo","412251","1024777","52662","40707","N00006236","/m/02rsm32","S6WY00068","https://www.barrasso.senate.gov","https://www.barrasso.senate.gov/public/?a=rss.feed","https://www.barrasso.senate.gov/public/index.cfm/contact-form",true,,0.543,,"15","2024",118,1,0,"2021-03-12 06:10:21 -0500","ocd-division/country:us/state:wy","307 Dirksen Senate Office Building","202-224-6441",,"WY","1","senior","S317",0.85,92.24,7.76
"B001267","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001267.json","Michael",,"Bennet",,"1964-11-28","M","D",,"SenBennetCo","senbennetco","SenatorBennet","412330","1031622","110942","40910","N00030608","/m/05b60qf","S0CO00211","https://www.bennet.senate.gov/public",,"https://www.bennet.senate.gov/public/index.cfm/contact",true,,-0.228,,"13","2022",118,0,0,"2021-03-12 06:10:15 -0500","ocd-division/country:us/state:co","261 Russell Senate Office Building","202-224-5852","202-228-5097","CO","3","senior","S330",0,98.31,1.69
"B001243","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001243.json","Marsha",,"Blackburn",,"1952-06-06","F","R",,"MarshaBlackburn","marshablackburn","RepMarshaBlackburn","400032","31226","25186","20351","N00003105","/m/01fnkt","H2TN06030","https://www.blackburn.senate.gov",,"https://www.blackburn.senate.gov/email-me",true,,0.62,,"3","2024",118,6,0,"2021-03-12 06:10:23 -0500","ocd-division/country:us/state:tn","357 Dirksen Senate Office Building","202-224-3344",,"TN","1","senior","S396",5.08,90.99,9.01
"B001277","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001277.json","Richard",,"Blumenthal",,"1946-02-13","M","D",,"SenBlumenthal","SenBlumenthal","SenatorBlumenthal","412490","21799","1568","41101","N00031685","/m/03tg8m","S0CT00177","https://www.blumenthal.senate.gov","https://www.blumenthal.senate.gov/rss/feeds/?type=press","https://www.blumenthal.senate.gov/contact/",true,,-0.439,,"11","2022",118,0,0,"2021-03-12 06:10:22 -0500","ocd-division/country:us/state:ct","706 Hart Senate Office Building","202-224-2823","202-224-9673","CT","3","senior","S341",0,99.15,0.85
"B000575","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000575.json","Roy",,"Blunt",,"1950-01-10","M","R","","RoyBlunt","SenatorBlunt","SenatorBlunt","400034","45465","418","29735","N00005195","/m/034fn4","H6MO07128","https://www.blunt.senate.gov",,"https://www.blunt.senate.gov/public/index.cfm/contact-roy",true,,0.426,,"11","2022",118,1,0,"2021-03-11 15:01:15 -0500","ocd-division/country:us/state:mo","260 Russell Senate Office Building","202-224-5721","202-224-8149","MO","3","senior","S342",0.85,95.69,4.31
"B001288","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B001288.json","Cory",,"Booker",,"1969-04-27","M","D",,"SenBooker",,"SenCoryBooker","412598","84679","76151","41308","N00035267","/m/06p430","S4NJ00185","https://www.booker.senate.gov",,"https://www.booker.senate.gov/?p=contact",true,,-0.591,,"9","2026",118,0,0,"2021-03-12 06:10:22 -0500","ocd-division/country:us/state:nj","717 Hart Senate Office Building","202-224-3224",,"NJ","2","junior","S370",0,99.15,0.85
"B001236","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001236.json","John",,"Boozman",,"1950-12-10","M","R",,"JohnBoozman","JohnBoozman","BoozmanPressOffice","400040","92069","27958","20101","N00013873","/m/024s3v","H2AR03176","https://www.boozman.senate.gov/public","https://www.boozman.senate.gov/public/?a=RSS.Feed","https://www.boozman.senate.gov/public/index.cfm/contact",true,,0.4,,"11","2022",118,0,0,"2021-03-12 06:10:21 -0500","ocd-division/country:us/state:ar","141 Hart Senate Office Building","202-224-4843","202-228-1371","AR","3","senior","S343",0,97.44,2.56
"B001310","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001310.json","Mike",,"Braun",,"1954-03-24","M","R",,"SenatorBraun",,,"412839",,"148564",,"N00041731","/g/11f2ckdwty","S8IN00171","https://www.braun.senate.gov",,"http://www.braun.senate.gov/contact-mike",true,,,,"1","2024",118,0,0,"2021-03-12 06:10:23 -0500","ocd-division/country:us/state:in","374 Russell Senate Office Building","202-224-4814",,"IN","1","junior","S397",0,88.89,11.11
"B000944","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000944.json","Sherrod",,"Brown",,"1952-11-09","M","D",,"SenSherrodBrown","SenatorSherrodBrown","SherrodBrownOhio","400050","5051","27018","29389","N00003535","/m/034s80","H2OH13033","https://www.brown.senate.gov",,"http://www.brown.senate.gov/contact/",true,,-0.428,,"15","2024",118,1,0,"2021-03-12 06:10:21 -0500","ocd-division/country:us/state:oh","503 Hart Senate Office Building","202-224-2315",,"OH","1","senior","S307",0.85,100,0
