"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id"
"A000010","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000010.json","Hazel","Hempel","Abel",,"1888-07-10","F","R",,,,,"400673",,,"9",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:37 -0400","ocd-division/country:us/state:ne",,,,"NE","2","",""
"A000062","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/A000062.json","George","David","Aiken",,"1892-08-20","M","R",,,,,"400722",,,"52",,,"","",,,false,,,,"13",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:vt",,,,"VT","3","",""
"A000186","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000186.json","Clinton","Presba","Anderson",,"1895-10-23",,"D",,,,,"400841",,,"165",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:nm",,,,"NM","2","",""
"B000176","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000176.json","Frank","Aloysius","Barrett",,"1892-11-10","M","R",,,,,"401177",,,"464",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:wy",,,,"WY","1","",""
"B000271","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000271.json","James","Glenn","Beall",,"1894-06-05","M","R",,,,,"401265",,,"546",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:39 -0400","ocd-division/country:us/state:md",,,,"MD","1","",""
"B000356","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000356.json","George","Harrison","Bender",,"1896-09-29","M","R",,,,,"401348",,,"621",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:37 -0400","ocd-division/country:us/state:oh",,,,"OH","3","",""
"B000384","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000384.json","Wallace","Foster","Bennett",,"1898-11-13",,"R",,,,,"401375",,,"645",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:ut",,,,"UT","3","",""
"B000436","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000436.json","Alan","Harvey","Bible",,"1909-11-20",,"D",,,,,"401422",,,"688",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:nv",,,,"NV","3","",""
"B000709","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000709.json","Eva","Kelly","Bowring",,"1892-01-09","F","R",,,,,"401671",,,"923",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:37 -0400","ocd-division/country:us/state:ne",,,,"NE","2","",""
"B000820","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000820.json","John","William","Bricker",,"","M","R",,,,,"401777",,,"1024",,,"","",,,false,,,,"7",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:oh",,,,"OH","1","",""
"B000823","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000823.json","Henry","Styles","Bridges",,"1898-09-09","M","R",,,,,"401780",,,"1027",,,"","",,,false,,,,"17",,,,"2013-04-12 20:11:37 -0400","ocd-division/country:us/state:nh",,,,"NH","2","",""
"B000913","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000913.json","Ernest","S.","Brown",,"1903-09-25","M","R",,,,,"401869",,,"1106",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:37 -0400","ocd-division/country:us/state:nv",,,,"NV","3","",""
"B001099","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001099.json","Thomas","A.","Burke",,"1898-10-30","M","D",,,,,"402044",,,"1272",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:oh",,,,"OH","3","",""
"B001167","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001167.json","Prescott","Sheldon","Bush",,"1895-05-15",,"R",,,,,"402109",,,"1329",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:38 -0400","ocd-division/country:us/state:ct",,,,"CT","3","",""
"B001180","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001180.json","John","Marshall","Butler",,"1897-07-21","M","R",,,,,"402122",,,"1341",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:38 -0400","ocd-division/country:us/state:md",,,,"MD","3","",""
"B001177","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001177.json","Hugh","Alfred","Butler",,"","M","R",,,,,"402119",,,"1338",,,"","",,,false,,,,"13",,,,"2013-04-12 20:11:36 -0400","ocd-division/country:us/state:ne",,,,"NE","1","",""
"B001208","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001208.json","Harry","Flood","Byrd",,"1887-06-10","M","D",,,,,"402148",,,"1365",,,"","",,,false,,,,"20",,,,"2013-04-12 20:11:39 -0400","ocd-division/country:us/state:va",,,,"VA","1","",""
"C000128","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000128.json","Homer","Earl","Capehart",,"1897-06-06","M","R",,,,,"402278",,,"1489",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:38 -0400","ocd-division/country:us/state:in",,,,"IN","3","",""
"C000154","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000154.json","Frank",,"Carlson",,"1893-01-23","M","R",,,,,"402303",,,"1510",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:41 -0400","ocd-division/country:us/state:ks",,,,"KS","3","",""
"C000221","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000221.json","Francis","Higbee","Case",,"1896-12-09",,"R",,,,,"402367",,,"1570",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:38 -0400","ocd-division/country:us/state:sd",,,,"SD","3","",""
"C000338","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000338.json","Dennis",,"Chavez",,"1888-04-08",,"D",,,,,"402478",,,"1678",,,"","",,,false,,,,"18",,,,"2013-04-12 20:11:39 -0400","ocd-division/country:us/state:nm",,,,"NM","1","",""
"C000506","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000506.json","Earle","C","Clements",,"1896-10-22",,"D",,,,,"402642",,,"1831",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:34 -0400","ocd-division/country:us/state:ky",,,,"KY","3","",""
"C000758","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000758.json","John","Sherman","Cooper",,"1901-08-23","M","R",,,,,"402878",,,"2052",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:ky",,,,"KY","2","",""
