"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000069","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/A000069.json","Daniel","K.","Akaka",,"1924-09-11","M","D",,"SenatorAkaka",,"senatorakaka","300001","8704",,"14400",,"/m/01rbrq","","",,,false,,,,"3","1994",724,0,0,"2019-10-07 09:26:01 -0400","ocd-division/country:us/state:hi",,,,"HI","1","","S213",0,94.39,5.61
"B000243","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000243.json","Max",,"Baucus",,"1941-12-11","M","D",,,,"SenatorBaucus","300005","1727",,"14203",,"/m/01rcm2","","http://www.baucus.senate.gov",,,false,,,,"15","1996",724,19,0,"2019-10-07 09:26:01 -0400","ocd-division/country:us/state:mt",,,,"MT","2","","S127",2.62,88.2,11.8
"B000382","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000382.json","Robert","F.","Bennett",,"1933-09-18","M","R",,,,"SenatorBennett","300007","25708",,"49307",,"/m/01xtg9","","",,,false,,,,"1","1998",724,28,0,"2019-10-07 09:26:01 -0400","ocd-division/country:us/state:ut",,,,"UT","3","","S231",3.87,93.12,6.88
"B000401","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000401.json","Lloyd","Millard","Bentsen",,"1921-02-11",,"D",,,,,"401391",,,"660",,,"","",,,false,,,,"23","1994",0,0,0,"2019-10-07 09:26:01 -0400","ocd-division/country:us/state:tx",,,,"TX","1","","S009",0,0,0
"B000444","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000444.json","Joseph","R.","Biden","Jr.","1942-11-20","M","D",,,,,"300008","34",,"14101",,,"","",,,false,,,,"21","1996",724,31,0,"2019-10-07 09:26:01 -0400","ocd-division/country:us/state:de",,,,"DE","2","","S010",4.28,91.95,8.05
"B000468","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000468.json","Jeff",,"Bingaman",,"1943-10-03","M","D",,"jeffbingaman",,"SenJeffBingaman","300009","590",,"15101",,"/m/01xck2","","",,,false,,,,"11","1994",724,8,0,"2019-10-07 09:26:01 -0400","ocd-division/country:us/state:nm",,,,"NM","1","","S167",1.1,86.26,13.74
"B000611","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000611.json","Christopher","S.","Bond",,"1939-03-06","M","R",,,,"CSBondMO","300010","2360",,"15500",,"/m/01_6h2","","",,,false,,,,"7","1998",724,27,0,"2019-10-07 09:26:01 -0400","ocd-division/country:us/state:mo",,,,"MO","3","","S200",3.73,87.54,12.46
"B000639","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000639.json","David","Lyle","Boren",,"1941-04-21","M","D",,,,,"401604",,,"14700",,,"","",,,false,,,,"15","1996",722,35,1,"2019-10-07 09:26:01 -0400","ocd-division/country:us/state:ok",,,,"OK","2","","S128",4.85,84.47,15.53
"B000711","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000711.json","Barbara",,"Boxer",,"1940-11-11","F","D",,"SenatorBoxer","senatorboxer","SenatorBoxer","300011","2470",,"15011",,"/m/01c1n5","","https://www.boxer.senate.gov","https://www.boxer.senate.gov/rss/?p=release",,false,,,,"1","1998",724,12,0,"2019-10-07 09:26:01 -0400","ocd-division/country:us/state:ca",,,,"CA","3","","S223",1.66,90.74,9.26
"B001225","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B001225.json","William","Warren","Bradley",,"1943-07-28","M","D",,,,,"401709",,,"14702",,,"","",,,false,,,,"15","1996",724,34,0,"2019-10-07 09:26:01 -0400","ocd-division/country:us/state:nj",,,,"NJ","2","","S132",4.7,87.63,12.37
