"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id"
"A000062","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/A000062.json","George","David","Aiken",,"1892-08-20","M","R",,,,,"400722",,,"52",,,"","",,,false,,,,"29",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:vt",,,,"VT","3","",""
"A000127","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/A000127.json","James","Browning","Allen",,"1912-12-28","M","D",,,,,"400783",,,"12100",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:48 -0400","ocd-division/country:us/state:al",,,,"AL","3","",""
"A000161","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000161.json","Gordon","Llewellyn","Allott",,"1907-01-02",,"R",,,,,"400816",,,"142",,,"","",,,false,,,,"15",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:co",,,,"CO","2","",""
"A000186","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000186.json","Clinton","Presba","Anderson",,"1895-10-23",,"D",,,,,"400841",,,"165",,,"","",,,false,,,,"21",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:nm",,,,"NM","2","",""
"B000063","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000063.json","Howard","Henry","Baker",,"1925-11-15","M","R",,,,,"401067",,,"11200",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:50 -0400","ocd-division/country:us/state:tn",,,,"TN","2","",""
"B000254","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000254.json","Birch","Evans","Bayh",,"1928-01-22","M","D",,,,,"401248",,,"10800",,,"","",,,false,,,,"7",,,,"2013-04-12 20:11:48 -0400","ocd-division/country:us/state:in",,,,"IN","3","",""
"B000351","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000351.json","Henry","Louis","Bellmon",,"","M","R",,,,,"401343",,,"12101",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:48 -0400","ocd-division/country:us/state:ok",,,,"OK","3","",""
"B000384","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000384.json","Wallace","Foster","Bennett",,"1898-11-13",,"R",,,,,"401375",,,"645",,,"","",,,false,,,,"19",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:ut",,,,"UT","3","",""
"B000436","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000436.json","Alan","Harvey","Bible",,"1909-11-20",,"D",,,,,"401422",,,"688",,,"","",,,false,,,,"15",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:nv",,,,"NV","3","",""
"B000593","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000593.json","James","Caleb","Boggs",,"1909-05-15","M","R",,,,,"401561",,,"823",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:de",,,,"DE","2","",""
"B000871","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000871.json","Edward","William","Brooke",,"1919-10-26","M","R",,,,,"401828",,,"11201",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:46 -0400","ocd-division/country:us/state:ma",,,,"MA","2","",""
"B001077","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001077.json","Quentin","Northrup","Burdick",,"1908-06-19",,"D",,,,,"402023",,,"1252",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:nd",,,,"ND","1","","S015"
"B001210","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001210.json","Robert","C.","Byrd",,"1917-11-20","M","D",,,,,"300016",,,"1366",,"/m/06bss","","",,,false,,,,"11",,,,"2016-06-14 16:26:04 -0400","ocd-division/country:us/state:wv",,,,"WV","1","","S017"
"B001209","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001209.json","Harry","Flood","Byrd",,"1914-12-20","M","D",,,,,"402149",,,"10802",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:49 -0400","ocd-division/country:us/state:va",,,,"VA","1","",""
"C000120","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000120.json","Howard","Walter","Cannon",,"1912-01-26","M","D",,,,,"402271",,,"1482",,,"","",,,false,,,,"11",,,,"2013-04-12 20:11:49 -0400","ocd-division/country:us/state:nv",,,,"NV","1","",""
"C000220","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000220.json","Clifford","Philip","Case",,"1904-04-16",,"R",,,,,"402366",,,"1569",,,"","",,,false,,,,"15",,,,"2013-04-12 20:11:46 -0400","ocd-division/country:us/state:nj",,,,"NJ","2","",""
"C000388","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000388.json","Frank","Forrester","Church",,"1924-07-25","M","D",,,,,"402527",,,"1721",,,"","",,,false,,,,"13",,,,"2013-04-12 20:11:48 -0400","ocd-division/country:us/state:id",,,,"ID","3","",""
"C000721","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000721.json","Marlow","Webster","Cook",,"1926-07-27",,"R",,,,,"402844",,,"12102",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:ky",,,,"KY","3","",""
"C000758","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000758.json","John","Sherman","Cooper",,"1901-08-23","M","R",,,,,"402878",,,"2052",,,"","",,,false,,,,"17",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:ky",,,,"KY","2","",""
"C000802","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000802.json","Norris","H.","Cotton",,"",,"R",,,,,"402921",,,"2087",,,"","",,,false,,,,"15",,,,"2013-04-12 20:11:48 -0400","ocd-division/country:us/state:nh",,,,"NH","3","",""
"C000877","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000877.json","Alan",,"Cranston",,"1914-06-19",,"D",,,,,"402990",,,"12103",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ca",,,,"CA","3","","S023"
"C001006","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C001006.json","Carl","Thomas","Curtis",,"1905-03-15","M","R",,,,,"403113",,,"2267",,,"","",,,false,,,,"15",,,,"2013-04-12 20:11:47 -0400","ocd-division/country:us/state:ne",,,,"NE","2","",""
"D000360","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000360.json","Everett","McKinley","Dirksen",,"1896-01-04",,"R",,,,,"403477",,,"2609",,,"","",,,false,,,,"19",,,,"2013-04-12 20:11:41 -0400","ocd-division/country:us/state:il",,,,"IL","3","",""
"D000390","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/D000390.json","Thomas","Joseph","Dodd",,"1907-05-15","M","D",,,,,"403505",,,"2636",,,"","",,,false,,,,"11",,,,"2013-04-12 20:11:42 -0400","ocd-division/country:us/state:ct",,,,"CT","1","",""
"D000401","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000401.json","Robert","Joseph","Dole",,"1923-07-22","M","R",,,,,"403515",,,"10513",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ks",,,,"KS","3","","S026"
"D000409","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000409.json","Peter","Hoyt","Dominick",,"1915-07-07","M","R",,,,,"403522",,,"10514",,,"","",,,false,,,,"7",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:co",,,,"CO","3","",""
"E000004","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/E000004.json","Thomas","Francis","Eagleton",,"1929-09-04","M","D",,,,,"403700",,,"12104",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:51 -0400","ocd-division/country:us/state:mo",,,,"MO","3","",""
"E000018","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/E000018.json","James","Oliver","Eastland",,"1904-11-28","M","D",,,,,"403714",,,"2822",,,"","",,,false,,,,"27",,,,"2013-04-12 20:11:47 -0400","ocd-division/country:us/state:ms",,,,"MS","2","",""
"E000112","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/E000112.json","Allen","Joseph","Ellender",,"1890-09-24",,"D",,,,,"403803",,,"2901",,,"","",,,false,,,,"33",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:la",,,,"LA","2","",""
"E000210","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/E000210.json","Joseph","Wilson","Ervin",,"1901-03-03","M","D",,,,,"403897",,,"2987",,,"","",,,false,,,,"15",,,,"2013-04-12 20:11:31 -0400","ocd-division/country:us/state:nc",,,,"NC","3","",""
"F000013","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/F000013.json","Paul","Jones","Fannin",,"1907-01-29","M","R",,,,,"403975",,,"10804",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:45 -0400","ocd-division/country:us/state:az",,,,"AZ","1","",""
"F000245","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/F000245.json","Hiram","Leong","Fong",,"1906-10-15",,"R",,,,,"404199",,,"3255",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:45 -0400","ocd-division/country:us/state:hi",,,,"HI","1","",""
