"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000360","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000360.json","Lamar",,"Alexander",,"1940-07-03","M","R",,"SenAlexander","senatorlamaralexander","lamaralexander","300002","5","15691","40304","N00009888","/m/01rbs3","S2TN00058","https://www.alexander.senate.gov/public","https://www.alexander.senate.gov/public/?a=RSS.Feed","http://www.alexander.senate.gov/public/index.cfm?p=Email",false,,0.323,,"15","2020",599,27,0,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:tn","455 Dirksen Senate Office Building","202-224-4944","202-228-3398","TN","2","senior","S289",4.51,97,3
"B001230","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001230.json","Tammy",,"Baldwin",,"1962-02-11","F","D",,"SenatorBaldwin","senatortammybaldwin","witammybaldwin","400013","57884","3470","29940","N00004367","/m/024v02","S2WI00219","https://www.baldwin.senate.gov","https://www.baldwin.senate.gov/rss/feeds/?type=all","https://www.baldwin.senate.gov/feedback",false,,-0.522,,"5","2018",599,3,1,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:wi","709 Hart","202-224-5653","202-225-6942","WI","1","junior","S354",0.5,95.92,4.08
"B001261","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001261.json","John",,"Barrasso",,"1952-07-21","M","R","Policy Committee Chair","SenJohnBarrasso","johnbarrasso","barrassowyo","412251","1024777","52662","40707","N00006236","/m/02rsm32","S6WY00068","https://www.barrasso.senate.gov","https://www.barrasso.senate.gov/public/?a=rss.feed","https://www.barrasso.senate.gov/public/index.cfm/contact-form",false,,0.534,,"11","2018",599,1,0,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:wy","307 Dirksen Senate Office Building","202-224-6441","202-224-1724","WY","1","junior","S317",0.17,97.13,2.87
"B001267","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001267.json","Michael",,"Bennet",,"1964-11-28","M","D",,"SenBennetCo","senbennetco","SenatorBennet","412330","1031622","110942","40910","N00030608","/m/05b60qf","S0CO00211","https://www.bennet.senate.gov/public",,"https://www.bennet.senate.gov/?p=contact",false,,-0.207,,"9","2022",599,5,1,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:co","261 Russell Senate Office Building","202-224-5852","202-228-5097","CO","3","senior","S330",0.83,92.31,7.69
"B001277","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001277.json","Richard",,"Blumenthal",,"1946-02-13","M","D",,"SenBlumenthal","SenBlumenthal","SenatorBlumenthal","412490","21799","1568","41101","N00031685","/m/03tg8m","S0CT00177","https://www.blumenthal.senate.gov","https://www.blumenthal.senate.gov/rss/feeds/?type=press","https://www.blumenthal.senate.gov/contact/",false,,-0.417,,"7","2022",599,3,1,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:ct","706 Hart Senate Office Building","202-224-2823","202-224-9673","CT","3","senior","S341",0.5,92.5,7.5
"B000575","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000575.json","Roy",,"Blunt",,"1950-01-10","M","R",,"RoyBlunt","SenatorBlunt","SenatorBlunt","400034","45465","418","29735","N00005195","/m/034fn4","S0MO00183","https://www.blunt.senate.gov",,"https://www.blunt.senate.gov/public/index.cfm/contact-roy",false,,0.43,,"7","2022",599,14,0,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:mo","260 Russell Senate Office Building","202-224-5721","202-224-8149","MO","3","junior","S342",2.34,99.14,0.86
"B001288","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B001288.json","Cory",,"Booker",,"1969-04-27","M","D",,"SenBooker",,"SenCoryBooker","412598","84679","76151","41308","N00035267","/m/06p430","S4NJ00185","https://www.booker.senate.gov",,"https://www.booker.senate.gov/?p=contact",false,,-0.612,,"5","2020",599,28,1,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:nj","359 Dirksen Senate Office Building","202-224-3224","202-224-8378","NJ","2","junior","S370",4.67,86.32,13.68
"B001236","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001236.json","John",,"Boozman",,"1950-12-10","M","R",,"JohnBoozman","JohnBoozman","BoozmanPressOffice","400040","92069","27958","20101","N00013873","/m/024s3v","S0AR00150","https://www.boozman.senate.gov/public","https://www.boozman.senate.gov/public/?a=RSS.Feed","https://www.boozman.senate.gov/public/index.cfm/contact",false,,0.401,,"7","2022",599,4,0,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:ar","141 Hart Senate Office Building","202-224-4843","202-228-1371","AR","3","senior","S343",0.67,99.15,0.85
"B000944","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000944.json","Sherrod",,"Brown",,"1952-11-09","M","D",,"SenSherrodBrown","SenatorSherrodBrown","SherrodBrownOhio","400050","5051","27018","29389","N00003535","/m/034s80","S6OH00163","https://www.brown.senate.gov",,"http://www.brown.senate.gov/contact/",false,,-0.438,,"11","2018",599,2,1,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:oh","713 Hart Senate Office Building","202-224-2315","202-228-6321","OH","1","senior","S307",0.33,95.41,4.59
"B001135","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001135.json","Richard","M.","Burr",,"1955-11-30","M","R",,"SenatorBurr","SenatorRichardBurr","SenatorRichardBurr","400054","31054","21787","29548","N00002221","/m/03g_s9","S4NC00089","https://www.burr.senate.gov",,"https://www.burr.senate.gov/contact/email",false,,0.453,,"13","2022",599,25,0,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:nc","217 Russell Senate Office Building","202-224-3154","202-228-2981","NC","3","senior","S300",4.17,98.42,1.58
"C000127","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000127.json","Maria",,"Cantwell",,"1958-10-13","F","D",,"SenatorCantwell","senatorcantwell","SenatorCantwell","300018","26137","27122","39310","N00007836","/m/01x68t","S8WA00194","https://www.cantwell.senate.gov",,"http://www.cantwell.senate.gov/public/index.cfm/email-maria",false,,-0.293,,"17","2018",599,2,1,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:wa","511 Hart Senate Office Building","202-224-3441","202-228-0514","WA","1","junior","S275",0.33,96.77,3.23
"C001047","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C001047.json","Shelley","Moore","Capito",,"1953-11-26","F","R",,"SenCapito","senshelley",,"400061","83737","11701","20146","N00009771","/m/024pwq","S4WV00159","https://www.capito.senate.gov",,"https://www.capito.senate.gov/contact/contact-shelley",false,,0.261,,"3","2020",599,6,0,"2019-10-07 08:09:47 -0400","ocd-division/country:us/state:wv","172 Russell Senate Office Building","202-224-6472","202-225-7856","WV","2","junior","S372",1,97.96,2.04
