"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000360","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000360.json","Lamar",,"Alexander",,"1940-07-03","M","R",,"SenAlexander","senatorlamaralexander","lamaralexander","300002","5","15691","40304","N00009888","/m/01rbs3","","https://www.alexander.senate.gov/public","https://www.alexander.senate.gov/public/?a=RSS.Feed",,false,,0.323,0.83068369,"11","2014",657,44,0,"2019-10-07 08:16:27 -0400","ocd-division/country:us/state:tn",,,,"TN","2","","S289",6.7,87.4,12.6
"A000368","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/A000368.json","Kelly",,"Ayotte",,"1968-06-27","F","R",,"KellyAyotte","kellyayottenh","SenatorAyotte","412493","95241",,"41106",,"/m/0g9g4r","","http://www.ayotte.senate.gov","http://www.ayotte.senate.gov/rss/",,false,,0.351,0.768985434,"3","2016",657,10,0,"2019-10-07 08:16:27 -0400","ocd-division/country:us/state:nh",,,,"NH","3","","S340",1.52,83.12,16.88
"B001230","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001230.json","Tammy",,"Baldwin",,"1962-02-11","F","D",,"SenatorBaldwin","senatortammybaldwin","witammybaldwin","400013","57884","3470","29940","N00004367","/m/024v02","","https://www.baldwin.senate.gov","https://www.baldwin.senate.gov/rss/feeds/?type=all",,false,,-0.528,-1.286273794,"1","2018",657,3,0,"2019-10-07 08:16:27 -0400","ocd-division/country:us/state:wi",,,,"WI","1","","S354",0.46,98.62,1.38
"B001261","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001261.json","John",,"Barrasso",,"1952-07-21","M","R",,"SenJohnBarrasso","johnbarrasso","barrassowyo","412251","1024777","52662","40707","N00006236","/m/02rsm32","","https://www.barrasso.senate.gov","https://www.barrasso.senate.gov/public/?a=rss.feed",,false,,0.53,1.309965523,"7","2018",657,6,0,"2019-10-07 08:16:27 -0400","ocd-division/country:us/state:wy",,,,"WY","1","","S317",0.91,93.73,6.27
"B000243","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000243.json","Max",,"Baucus",,"1941-12-11","M","D",,,,"SenatorBaucus","300005","1727",,"14203",,"/m/01rcm2","","http://www.baucus.senate.gov",,,false,,-0.212,-0.336580091,"35","2014",316,2,1,"2019-10-07 08:16:27 -0400","ocd-division/country:us/state:mt",,,,"MT","2","","S127",0.63,90.13,9.87
"B001265","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B001265.json","Mark",,"Begich",,"1962-03-30","M","D",,,"Begich",,"412326","1030732",,"40900",,"/m/05pqtr","","http://www.begich.senate.gov",,,false,,-0.235,-0.369861196,"5","2014",657,49,0,"2019-10-07 08:16:27 -0400","ocd-division/country:us/state:ak",,,,"AK","2","","S319",7.46,95.72,4.28
"B001267","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001267.json","Michael",,"Bennet",,"1964-11-28","M","D",,"SenBennetCo","senbennetco","SenatorBennet","412330","1031622","110942","40910","N00030608","/m/05b60qf","","https://www.bennet.senate.gov/public",,,false,,-0.207,-0.584306016,"5","2016",657,8,0,"2019-10-07 08:16:27 -0400","ocd-division/country:us/state:co",,,,"CO","3","","S330",1.22,97.84,2.16
"B001277","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001277.json","Richard",,"Blumenthal",,"1946-02-13","M","D",,"SenBlumenthal","SenBlumenthal","SenatorBlumenthal","412490","21799","1568","41101","N00031685","/m/03tg8m","","https://www.blumenthal.senate.gov","https://www.blumenthal.senate.gov/rss/feeds/?type=press",,false,,-0.421,-1.271932384,"3","2016",657,2,0,"2019-10-07 08:16:27 -0400","ocd-division/country:us/state:ct",,,,"CT","3","","S341",0.3,98.63,1.37
"B000575","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000575.json","Roy",,"Blunt",,"1950-01-10","M","R",,"RoyBlunt","SenatorBlunt","SenatorBlunt","400034","45465","418","29735","N00005195","/m/034fn4","","https://www.blunt.senate.gov",,,false,,0.43,0.901277174,"3","2016",657,39,0,"2019-10-07 08:16:27 -0400","ocd-division/country:us/state:mo",,,,"MO","3","","S342",5.94,91.09,8.91
"B001288","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B001288.json","Cory",,"Booker",,"1969-04-27","M","D",,"SenBooker",,"SenCoryBooker","412598","84679","76151","41308","N00035267","/m/06p430","","https://www.booker.senate.gov",,,false,,-0.615,-1.055317422,"1",,432,12,0,"2019-10-07 08:16:27 -0400","ocd-division/country:us/state:nj",,,,"NJ","2","","S370",2.78,98.81,1.19
