"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000069","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/A000069.json","Daniel","K.","Akaka",,"1924-09-11","M","D",,"SenatorAkaka",,"senatorakaka","300001","8704",,"14400",,"/m/01rbrq","","",,,false,,,,"11","2006",633,41,1,"2019-10-07 08:37:25 -0400","ocd-division/country:us/state:hi",,,,"HI","1","","S213",6.48,95.53,4.47
"A000109","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000109.json","Wayne","A.","Allard",,"1943-12-02","M","R",,,,,"300003",,,"15801",,,"","",,,false,,,,"5","2002",633,7,0,"2019-10-07 08:37:25 -0400","ocd-division/country:us/state:co",,,,"CO","2","","S250",1.11,93.25,6.75
"A000121","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/A000121.json","George","Felix","Allen",,"1952-03-08","M","R",,,,,"300004",,,"15847",,,"","",,,false,,,,"1","2006",633,5,0,"2019-10-07 08:37:25 -0400","ocd-division/country:us/state:va",,,,"VA","1","","S274",0.79,93.11,6.89
"B001237","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B001237.json","Dean",,"Barkley",,"1950-08-31","M","I",,,,,"401147",,,"40106",,,"","",,,false,,,,"1","2006",14,0,0,"2019-10-07 08:37:25 -0400","ocd-division/country:us/state:mn",,,,"MN","1","","S285",0,64.29,35.71
"B000243","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000243.json","Max",,"Baucus",,"1941-12-11","M","D",,,,"SenatorBaucus","300005","1727",,"14203",,"/m/01rcm2","","http://www.baucus.senate.gov",,,false,,,,"23","2002",633,14,0,"2019-10-07 08:37:25 -0400","ocd-division/country:us/state:mt",,,,"MT","2","","S127",2.21,81.12,18.88
"B001233","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001233.json","Evan",,"Bayh",,"1955-12-26","M","D",,,,"SenEvanBayh","300006",,,"49901",,"/m/01rcnr","","",,,false,,,,"3","2004",633,1,0,"2019-10-07 08:37:25 -0400","ocd-division/country:us/state:in",,,,"IN","3","","S264",0.16,86.82,13.18
"B000382","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000382.json","Robert","F.","Bennett",,"1933-09-18","M","R",,,,"SenatorBennett","300007","25708",,"49307",,"/m/01xtg9","","",,,false,,,,"9","2004",633,20,0,"2019-10-07 08:37:25 -0400","ocd-division/country:us/state:ut",,,,"UT","3","","S231",3.16,95.73,4.27
"B000444","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000444.json","Joseph","R.","Biden","Jr.","1942-11-20","M","D",,,,,"300008","34",,"14101",,,"","",,,false,,,,"29","2002",633,16,0,"2019-10-07 08:37:25 -0400","ocd-division/country:us/state:de",,,,"DE","2","","S010",2.53,93.91,6.09
"B000468","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000468.json","Jeff",,"Bingaman",,"1943-10-03","M","D",,"jeffbingaman",,"SenJeffBingaman","300009","590",,"15101",,"/m/01xck2","","",,,false,,,,"19","2006",633,14,1,"2019-10-07 08:37:25 -0400","ocd-division/country:us/state:nm",,,,"NM","1","","S167",2.21,91.46,8.54
"B000611","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000611.json","Christopher","S.","Bond",,"1939-03-06","M","R",,,,"CSBondMO","300010","2360",,"15500",,"/m/01_6h2","","",,,false,,,,"15","2004",633,18,0,"2019-10-07 08:37:25 -0400","ocd-division/country:us/state:mo",,,,"MO","3","","S200",2.84,93.62,6.38
