"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000069","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/A000069.json","Daniel","K.","Akaka",,"1924-09-11","M","D",,"SenatorAkaka",,"senatorakaka","300001","8704",,"14400",,"/m/01rbrq","","",,,false,,-0.419,,"21","2012",486,11,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:hi",,,,"HI","1","","S213",2.26,96.19,3.81
"A000360","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000360.json","Lamar",,"Alexander",,"1940-07-03","M","R",,"SenAlexander","senatorlamaralexander","lamaralexander","300002","5","15691","40304","N00009888","/m/01rbs3","","https://www.alexander.senate.gov/public","https://www.alexander.senate.gov/public/?a=RSS.Feed",,false,,0.323,,"9","2014",486,16,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:tn",,,,"TN","2","","S289",3.29,88.55,11.45
"A000368","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/A000368.json","Kelly",,"Ayotte",,"1968-06-27","F","R",,"KellyAyotte","kellyayottenh","SenatorAyotte","412493","95241",,"41106",,"/m/0g9g4r","","http://www.ayotte.senate.gov","http://www.ayotte.senate.gov/rss/",,false,,0.351,,"1","2016",486,4,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:nh",,,,"NH","3","","S340",0.82,90.91,9.09
"B001261","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001261.json","John",,"Barrasso",,"1952-07-21","M","R",,"SenJohnBarrasso","johnbarrasso","barrassowyo","412251","1024777","52662","40707","N00006236","/m/02rsm32","","https://www.barrasso.senate.gov","https://www.barrasso.senate.gov/public/?a=rss.feed",,false,,0.53,,"5","2012",486,10,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:wy",,,,"WY","1","","S317",2.06,92.08,7.92
"B000243","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000243.json","Max",,"Baucus",,"1941-12-11","M","D",,,,"SenatorBaucus","300005","1727",,"14203",,"/m/01rcm2","","http://www.baucus.senate.gov",,,false,,-0.212,,"33","2014",486,4,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:mt",,,,"MT","2","","S127",0.82,91.44,8.56
"B001265","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B001265.json","Mark",,"Begich",,"1962-03-30","M","D",,,"Begich",,"412326","1030732",,"40900",,"/m/05pqtr","","http://www.begich.senate.gov",,,false,,-0.235,,"3","2014",486,10,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:ak",,,,"AK","2","","S319",2.06,91.98,8.02
"B001267","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001267.json","Michael",,"Bennet",,"1964-11-28","M","D",,"SenBennetCo","senbennetco","SenatorBennet","412330","1031622","110942","40910","N00030608","/m/05b60qf","","https://www.bennet.senate.gov/public",,,false,,-0.207,,"3","2016",486,6,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:co",,,,"CO","3","","S330",1.23,94.55,5.45
"B000468","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000468.json","Jeff",,"Bingaman",,"1943-10-03","M","D",,"jeffbingaman",,"SenJeffBingaman","300009","590",,"15101",,"/m/01xck2","","",,,false,,,,"29","2012",486,5,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:nm",,,,"NM","1","","S167",1.03,96.44,3.56
"B001277","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001277.json","Richard",,"Blumenthal",,"1946-02-13","M","D",,"SenBlumenthal","SenBlumenthal","SenatorBlumenthal","412490","21799","1568","41101","N00031685","/m/03tg8m","","https://www.blumenthal.senate.gov","https://www.blumenthal.senate.gov/rss/feeds/?type=press",,false,,-0.421,,"1","2016",486,14,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:ct",,,,"CT","3","","S341",2.88,95.96,4.04
"B000575","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000575.json","Roy",,"Blunt",,"1950-01-10","M","R",,"RoyBlunt","SenatorBlunt","SenatorBlunt","400034","45465","418","29735","N00005195","/m/034fn4","","https://www.blunt.senate.gov",,,false,,0.43,,"1","2016",486,11,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:mo",,,,"MO","3","","S342",2.26,84.15,15.85
"B001236","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001236.json","John",,"Boozman",,"1950-12-10","M","R",,"JohnBoozman","JohnBoozman","BoozmanPressOffice","400040","92069","27958","20101","N00013873","/m/024s3v","","https://www.boozman.senate.gov/public","https://www.boozman.senate.gov/public/?a=RSS.Feed",,false,,0.401,,"1",,486,11,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:ar",,,,"AR","3","","S343",2.26,91.85,8.15
"B000711","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000711.json","Barbara",,"Boxer",,"1940-11-11","F","D",,"SenatorBoxer","senatorboxer","SenatorBoxer","300011","2470",,"15011",,"/m/01c1n5","","https://www.boxer.senate.gov","https://www.boxer.senate.gov/rss/?p=release",,false,,-0.45,,"19","2016",486,39,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:ca",,,,"CA","3","","S223",8.02,95.5,4.5
"B000944","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000944.json","Sherrod",,"Brown",,"1952-11-09","M","D",,"SenSherrodBrown","SenatorSherrodBrown","SherrodBrownOhio","400050","5051","27018","29389","N00003535","/m/034s80","","https://www.brown.senate.gov",,,false,,-0.438,,"5","2012",486,6,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:oh",,,,"OH","1","","S307",1.23,95.39,4.61
"B001268","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001268.json","Scott",,"Brown",,"1959-09-12","M","R",,"USSenScottBrown",,,"412384","9266532",,,,"/m/0bmg6w","","",,,false,,,,"3","2012",486,4,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:ma",,,,"MA","1","","S335",0.82,67.44,32.56
"B001135","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001135.json","Richard","M.","Burr",,"1955-11-30","M","R",,"SenatorBurr","SenatorRichardBurr","SenatorRichardBurr","400054","31054","21787","29548","N00002221","/m/03g_s9","","https://www.burr.senate.gov",,,false,,0.453,,"7","2016",486,30,2,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:nc",,,,"NC","3","","S300",6.17,91.52,8.48
"C000127","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000127.json","Maria",,"Cantwell",,"1958-10-13","F","D",,"SenatorCantwell","senatorcantwell","SenatorCantwell","300018","26137","27122","39310","N00007836","/m/01x68t","","https://www.cantwell.senate.gov",,,false,,-0.292,,"11","2012",486,2,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:wa",,,,"WA","1","","S275",0.41,94.39,5.61
"C000141","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000141.json","Benjamin","L.","Cardin",,"1943-10-05","M","D",,"SenatorCardin","senatorbencardin","senatorcardin","400064","4004","26888","15408","N00001955","/m/025k3k","","https://www.cardin.senate.gov",,,false,,-0.327,,"5","2012",486,1,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:md",,,,"MD","1","","S308",0.21,97.51,2.49
"C000174","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000174.json","Thomas","R.","Carper",,"1947-01-23","M","D",,"SenatorCarper","tomcarper","senatorcarper","300019","663","22421","15015","N00012508","/m/01xw7t","","https://www.carper.senate.gov/public","https://www.carper.senate.gov/public/?a=RSS.Feed",,false,,-0.173,,"11","2012",486,1,0,"2019-11-18 02:30:22 -0500","ocd-division/country:us/state:de",,,,"DE","1","","S277",0.21,93.36,6.64
"C001070","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C001070.json","Bob",,"Casey",,"1960-04-13","M","D",,"SenBobCasey","SenatorBobCasey","SenatorBobCasey","412246","47036","2541","40703","N00027503","/m/047ymw","","https://www.casey.senate.gov","https://www.casey.senate.gov/rss/feeds/?all",,false,,-0.302,,"5","2012",486,7,0,"2019-10-07 08:18:20 -0400","ocd-division/country:us/state:pa",,,,"PA","1","","S309",1.44,94.33,5.67
