"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000069","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/A000069.json","Daniel","K.","Akaka",,"1924-09-11","M","D",,"SenatorAkaka",,"senatorakaka","300001","8704",,"14400",,"/m/01rbrq","","",,,false,,,,"15","2006",645,16,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:hi",,,,"HI","1","","S213",2.48,94.83,5.17
"A000360","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000360.json","Lamar",,"Alexander",,"1940-07-03","M","R",,"SenAlexander","senatorlamaralexander","lamaralexander","300002","5","15691","40304","N00009888","/m/01rbs3","","https://www.alexander.senate.gov/public","https://www.alexander.senate.gov/public/?a=RSS.Feed",,false,,,,"3","2008",645,15,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:tn",,,,"TN","2","","S289",2.33,92.97,7.03
"A000109","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000109.json","Wayne","A.","Allard",,"1943-12-02","M","R",,,,,"300003",,,"15801",,,"","",,,false,,,,"9","2008",645,4,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:co",,,,"CO","2","","S250",0.62,92.15,7.85
"A000121","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/A000121.json","George","Felix","Allen",,"1952-03-08","M","R",,,,,"300004",,,"15847",,,"","",,,false,,,,"5","2006",645,2,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:va",,,,"VA","1","","S274",0.31,93.27,6.73
"B000243","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000243.json","Max",,"Baucus",,"1941-12-11","M","D",,,,"SenatorBaucus","300005","1727",,"14203",,"/m/01rcm2","","http://www.baucus.senate.gov",,,false,,,,"27","2008",645,22,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:mt",,,,"MT","2","","S127",3.41,83.36,16.64
"B001233","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001233.json","Evan",,"Bayh",,"1955-12-26","M","D",,,,"SenEvanBayh","300006",,,"49901",,"/m/01rcnr","","",,,false,,,,"7","2010",645,14,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:in",,,,"IN","3","","S264",2.17,91.63,8.37
"B000382","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000382.json","Robert","F.","Bennett",,"1933-09-18","M","R",,,,"SenatorBennett","300007","25708",,"49307",,"/m/01xtg9","","",,,false,,,,"13","2010",645,11,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:ut",,,,"UT","3","","S231",1.71,94.6,5.4
"B000444","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000444.json","Joseph","R.","Biden","Jr.","1942-11-20","M","D",,,,,"300008","34",,"14101",,,"","",,,false,,,,"33","2008",645,64,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:de",,,,"DE","2","","S010",9.92,91.96,8.04
"B000468","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000468.json","Jeff",,"Bingaman",,"1943-10-03","M","D",,"jeffbingaman",,"SenJeffBingaman","300009","590",,"15101",,"/m/01xck2","","",,,false,,,,"23","2006",645,16,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:nm",,,,"NM","1","","S167",2.48,90.81,9.19
"B000611","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000611.json","Christopher","S.","Bond",,"1939-03-06","M","R",,,,"CSBondMO","300010","2360",,"15500",,"/m/01_6h2","","",,,false,,,,"19","2010",645,2,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:mo",,,,"MO","3","","S200",0.31,92.33,7.67
"B000711","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000711.json","Barbara",,"Boxer",,"1940-11-11","F","D",,"SenatorBoxer","senatorboxer","SenatorBoxer","300011","2470",,"15011",,"/m/01c1n5","","https://www.boxer.senate.gov","https://www.boxer.senate.gov/rss/?p=release",,false,,,,"13","2010",645,26,1,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:ca",,,,"CA","3","","S223",4.03,94.1,5.9
"B000953","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000953.json","Sam",,"Brownback",,"1956-09-12","M","R",,"SenSamBrownback",,"SenatorSamBrownback","300013",,,"29523",,"/m/0202ny","","",,,false,,,,"11","2010",645,13,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:ks",,,,"KS","3","","S249",2.02,90.46,9.54
"B001066","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001066.json","Jim",,"Bunning",,"1931-10-23","M","R",,,,"SenJimBunning","300014","1457",,"15405",,"/m/0lbm2","","",,,false,,,,"7","2010",645,20,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:ky",,,,"KY","3","","S265",3.1,93.56,6.44
"B001126","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001126.json","Conrad",,"Burns",,"1935-01-25","M","R",,,,,"300015",,,"15702",,,"","",,,false,,,,"17","2006",645,18,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:mt",,,,"MT","1","","S211",2.79,92.94,7.06
"B001135","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001135.json","Richard","M.","Burr",,"1955-11-30","M","R",,"SenatorBurr","SenatorRichardBurr","SenatorRichardBurr","400054","31054","21787","29548","N00002221","/m/03g_s9","","https://www.burr.senate.gov",,,false,,,,"1","2010",645,10,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:nc",,,,"NC","3","","S300",1.55,91.28,8.72
"B001210","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001210.json","Robert","C.","Byrd",,"1917-11-20","M","D",,,,,"300016",,,"1366",,"/m/06bss","","",,,false,,,,"47","2006",645,17,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:wv",,,,"WV","1","","S017",2.64,83.71,16.29
"C000127","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000127.json","Maria",,"Cantwell",,"1958-10-13","F","D",,"SenatorCantwell","senatorcantwell","SenatorCantwell","300018","26137","27122","39310","N00007836","/m/01x68t","","https://www.cantwell.senate.gov",,,false,,,,"5","2006",645,8,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:wa",,,,"WA","1","","S275",1.24,92.5,7.5
"C000174","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000174.json","Thomas","R.","Carper",,"1947-01-23","M","D",,"SenatorCarper","tomcarper","senatorcarper","300019","663","22421","15015","N00012508","/m/01xw7t","","https://www.carper.senate.gov/public","https://www.carper.senate.gov/public/?a=RSS.Feed",,false,,,,"5","2006",645,2,0,"2019-11-18 02:30:22 -0500","ocd-division/country:us/state:de",,,,"DE","1","","S277",0.31,84.68,15.32
"C001040","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C001040.json","Lincoln","D.","Chafee",,"1953-03-26","M","R",,,,,"300020",,,"49905",,,"","",,,false,,,,"7","2010",645,20,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:ri",,,,"RI","3","","S272",3.1,62.32,37.68
"C000286","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000286.json","Saxby",,"Chambliss",,"1943-11-10","M","R",,"SaxbyChambliss","SaxbyChambliss","SenatorChambliss","300021","36571",,"29512",,"/m/01xcms","","http://www.chambliss.senate.gov",,,false,,,,"3","2008",645,17,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:ga",,,,"GA","2","","S290",2.64,93.3,6.7
"C001041","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C001041.json","Hillary","Rodham","Clinton",,"1947-10-26","F","D",,,,,"300022",,,"40105",,,"","",,,false,,,,"5","2006",645,16,0,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:ny",,,,"NY","1","","S278",2.48,94.51,5.49
"C000560","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000560.json","Tom",,"Coburn",,"1948-03-14","M","R",,"TomCoburn",,"SenatorCoburn","400576","36751",,"29555",,"/m/03wnjr","","http://www.coburn.senate.gov",,,false,,,,"1","2010",645,8,1,"2019-10-07 08:32:16 -0400","ocd-division/country:us/state:ok",,,,"OK","3","","S301",1.24,86.41,13.59
