"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000355","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/A000355.json","Spencer",,"Abraham",,"1952-06-12","M","R",,,,,"400555",,,"49500",,,"","",,,false,,,,"3","2000",612,0,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:mi",,,,"MI","1","","S238",0,92.9,7.1
"A000069","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/A000069.json","Daniel","K.","Akaka",,"1924-09-11","M","D",,"SenatorAkaka",,"senatorakaka","300001","8704",,"14400",,"/m/01rbrq","","",,,false,,,,"7","2000",612,27,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:hi",,,,"HI","1","","S213",4.41,95.66,4.34
"A000109","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000109.json","Wayne","A.","Allard",,"1943-12-02","M","R",,,,,"300003",,,"15801",,,"","",,,false,,,,"1","2002",612,1,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:co",,,,"CO","2","","S250",0.16,91.24,8.76
"A000356","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/A000356.json","John",,"Ashcroft",,"1942-05-09","M","R",,,,,"400556",,,"49501",,,"","",,,false,,,,"3","2000",612,3,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:mo",,,,"MO","1","","S239",0.49,88.72,11.28
"B000243","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000243.json","Max",,"Baucus",,"1941-12-11","M","D",,,,"SenatorBaucus","300005","1727",,"14203",,"/m/01rcm2","","http://www.baucus.senate.gov",,,false,,,,"19","2002",612,18,1,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:mt",,,,"MT","2","","S127",2.94,86.84,13.16
"B000382","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000382.json","Robert","F.","Bennett",,"1933-09-18","M","R",,,,"SenatorBennett","300007","25708",,"49307",,"/m/01xtg9","","",,,false,,,,"5","1998",612,27,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:ut",,,,"UT","3","","S231",4.41,90.67,9.33
"B000444","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000444.json","Joseph","R.","Biden","Jr.","1942-11-20","M","D",,,,,"300008","34",,"14101",,,"","",,,false,,,,"25","2002",612,25,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:de",,,,"DE","2","","S010",4.08,88.58,11.42
"B000468","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000468.json","Jeff",,"Bingaman",,"1943-10-03","M","D",,"jeffbingaman",,"SenJeffBingaman","300009","590",,"15101",,"/m/01xck2","","",,,false,,,,"15","2000",612,28,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:nm",,,,"NM","1","","S167",4.58,89.91,10.09
"B000611","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000611.json","Christopher","S.","Bond",,"1939-03-06","M","R",,,,"CSBondMO","300010","2360",,"15500",,"/m/01_6h2","","",,,false,,,,"11","1998",612,9,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:mo",,,,"MO","3","","S200",1.47,91.62,8.38
"B000711","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000711.json","Barbara",,"Boxer",,"1940-11-11","F","D",,"SenatorBoxer","senatorboxer","SenatorBoxer","300011","2470",,"15011",,"/m/01c1n5","","https://www.boxer.senate.gov","https://www.boxer.senate.gov/rss/?p=release",,false,,,,"5","1998",612,10,4,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:ca",,,,"CA","3","","S223",1.63,92.06,7.94
