"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id"
"A000062","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/A000062.json","George","David","Aiken",,"1892-08-20","M","R",,,,,"400722",,,"52",,,"","",,,false,,,,"23",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:vt",,,,"VT","3","",""
"A000161","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000161.json","Gordon","Llewellyn","Allott",,"1907-01-02",,"R",,,,,"400816",,,"142",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:co",,,,"CO","2","",""
"A000186","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000186.json","Clinton","Presba","Anderson",,"1895-10-23",,"D",,,,,"400841",,,"165",,,"","",,,false,,,,"15",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:nm",,,,"NM","2","",""
"B000201","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000201.json","Edward","Lewis","Bartlett",,"1904-04-20","M","D",,,,,"401200",,,"486",,,"","",,,false,,,,"5",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:ak",,,,"AK","2","",""
"B000223","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000223.json","Ross",,"Bass",,"1918-03-17","M","D",,,,,"401219",,,"504",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:42 -0400","ocd-division/country:us/state:tn",,,,"TN","2","",""
"B000254","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000254.json","Birch","Evans","Bayh",,"1928-01-22","M","D",,,,,"401248",,,"10800",,,"","",,,false,,,,"1",,,,"2013-04-12 20:11:48 -0400","ocd-division/country:us/state:in",,,,"IN","3","",""
"B000271","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000271.json","James","Glenn","Beall",,"1894-06-05","M","R",,,,,"401265",,,"546",,,"","",,,false,,,,"11",,,,"2013-04-12 20:11:39 -0400","ocd-division/country:us/state:md",,,,"MD","1","",""
"B000384","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000384.json","Wallace","Foster","Bennett",,"1898-11-13",,"R",,,,,"401375",,,"645",,,"","",,,false,,,,"13",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:ut",,,,"UT","3","",""
"B000436","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000436.json","Alan","Harvey","Bible",,"1909-11-20",,"D",,,,,"401422",,,"688",,,"","",,,false,,,,"9",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:nv",,,,"NV","3","",""
"B000593","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000593.json","James","Caleb","Boggs",,"1909-05-15","M","R",,,,,"401561",,,"823",,,"","",,,false,,,,"3",,,,"2013-04-12 20:11:44 -0400","ocd-division/country:us/state:de",,,,"DE","2","",""
