"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000069","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/A000069.json","Daniel","K.","Akaka",,"1924-09-11","M","D",,"SenatorAkaka",,"senatorakaka","300001","8704",,"14400",,"/m/01rbrq","","",,,false,,,,"19","2012",696,1,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:hi",,,,"HI","1","","S213",0.14,97.11,2.89
"A000360","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/A000360.json","Lamar",,"Alexander",,"1940-07-03","M","R",,"SenAlexander","senatorlamaralexander","lamaralexander","300002","5","15691","40304","N00009888","/m/01rbs3","","https://www.alexander.senate.gov/public","https://www.alexander.senate.gov/public/?a=RSS.Feed",,false,,,,"7","2014",696,10,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:tn",,,,"TN","2","","S289",1.44,84.34,15.66
"B001261","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001261.json","John",,"Barrasso",,"1952-07-21","M","R",,"SenJohnBarrasso","johnbarrasso","barrassowyo","412251","1024777","52662","40707","N00006236","/m/02rsm32","","https://www.barrasso.senate.gov","https://www.barrasso.senate.gov/public/?a=rss.feed",,false,,,,"3","2012",696,0,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:wy",,,,"WY","1","","S317",0,95.19,4.81
"B000243","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000243.json","Max",,"Baucus",,"1941-12-11","M","D",,,,"SenatorBaucus","300005","1727",,"14203",,"/m/01rcm2","","http://www.baucus.senate.gov",,,false,,,,"31","2014",696,5,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:mt",,,,"MT","2","","S127",0.72,93.45,6.55
"B001233","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001233.json","Evan",,"Bayh",,"1955-12-26","M","D",,,,"SenEvanBayh","300006",,,"49901",,"/m/01rcnr","","",,,false,,,,"11","2010",696,35,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:in",,,,"IN","3","","S264",5.03,72.91,27.09
"B001265","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B001265.json","Mark",,"Begich",,"1962-03-30","M","D",,,"Begich",,"412326","1030732",,"40900",,"/m/05pqtr","","http://www.begich.senate.gov",,,false,,,,"1","2014",696,21,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ak",,,,"AK","2","","S319",3.02,94.04,5.96
"B001267","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001267.json","Michael",,"Bennet",,"1964-11-28","M","D",,"SenBennetCo","senbennetco","SenatorBennet","412330","1031622","110942","40910","N00030608","/m/05b60qf","","https://www.bennet.senate.gov/public",,,false,,,,"1","2010",686,0,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:co",,,,"CO","3","","S330",0,91.2,8.8
"B000382","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000382.json","Robert","F.","Bennett",,"1933-09-18","M","R",,,,"SenatorBennett","300007","25708",,"49307",,"/m/01xtg9","","",,,false,,,,"17","2010",696,58,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ut",,,,"UT","3","","S231",8.33,88.45,11.55
"B000444","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/B000444.json","Joseph","R.","Biden","Jr.","1942-11-20","M","D",,,,,"300008","34",,"14101",,,"","",,,false,,,,"36",,5,3,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:de",,,,"DE","2","","S010",60,100,0
"B000468","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000468.json","Jeff",,"Bingaman",,"1943-10-03","M","D",,"jeffbingaman",,"SenJeffBingaman","300009","590",,"15101",,"/m/01xck2","","",,,false,,,,"27","2012",696,1,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:nm",,,,"NM","1","","S167",0.14,94.79,5.21
"B000611","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000611.json","Christopher","S.","Bond",,"1939-03-06","M","R",,,,"CSBondMO","300010","2360",,"15500",,"/m/01_6h2","","",,,false,,,,"23","2010",696,61,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:mo",,,,"MO","3","","S200",8.76,82.14,17.86
"B000711","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000711.json","Barbara",,"Boxer",,"1940-11-11","F","D",,"SenatorBoxer","senatorboxer","SenatorBoxer","300011","2470",,"15011",,"/m/01c1n5","","https://www.boxer.senate.gov","https://www.boxer.senate.gov/rss/?p=release",,false,,,,"17","2010",696,10,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ca",,,,"CA","3","","S223",1.44,96.92,3.08
"B001268","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001268.json","Scott",,"Brown",,"1959-09-12","M","R",,"USSenScottBrown",,,"412384","9266532",,,,"/m/0bmg6w","","",,,false,,,,"1","2012",279,0,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ma",,,,"MA","1","","S335",0,81.52,18.48
"B000944","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B000944.json","Sherrod",,"Brown",,"1952-11-09","M","D",,"SenSherrodBrown","SenatorSherrodBrown","SherrodBrownOhio","400050","5051","27018","29389","N00003535","/m/034s80","","https://www.brown.senate.gov",,,false,,,,"3","2012",696,8,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:oh",,,,"OH","1","","S307",1.15,97.51,2.49
"B000953","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B000953.json","Sam",,"Brownback",,"1956-09-12","M","R",,"SenSamBrownback",,"SenatorSamBrownback","300013",,,"29523",,"/m/0202ny","","",,,false,,,,"15","2010",696,45,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ks",,,,"KS","3","","S249",6.47,92.98,7.02
"B001066","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001066.json","Jim",,"Bunning",,"1931-10-23","M","R",,,,"SenJimBunning","300014","1457",,"15405",,"/m/0lbm2","","",,,false,,,,"11","2010",696,49,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ky",,,,"KY","3","","S265",7.04,91.22,8.78
"B001135","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001135.json","Richard","M.","Burr",,"1955-11-30","M","R",,"SenatorBurr","SenatorRichardBurr","SenatorRichardBurr","400054","31054","21787","29548","N00002221","/m/03g_s9","","https://www.burr.senate.gov",,,false,,,,"5","2010",696,18,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:nc",,,,"NC","3","","S300",2.59,93.88,6.12
"B001266","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/B001266.json","Roland","W.","Burris",,"1937-08-03","M","D",,,,,"412328","2462",,,,"/m/09sztf","","",,,false,,,,"1","2010",644,6,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:il",,,,"IL","3","","S328",0.93,98.43,1.57
"B001210","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/B001210.json","Robert","C.","Byrd",,"1917-11-20","M","D",,,,,"300016",,,"1366",,"/m/06bss","","",,,false,,,,"51","2012",597,280,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:wv",,,,"WV","1","","S017",46.9,90.48,9.52
"C000127","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000127.json","Maria",,"Cantwell",,"1958-10-13","F","D",,"SenatorCantwell","senatorcantwell","SenatorCantwell","300018","26137","27122","39310","N00007836","/m/01x68t","","https://www.cantwell.senate.gov",,,false,,,,"9","2012",696,4,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:wa",,,,"WA","1","","S275",0.57,94.04,5.96
"C000141","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000141.json","Benjamin","L.","Cardin",,"1943-10-05","M","D",,"SenatorCardin","senatorbencardin","senatorcardin","400064","4004","26888","15408","N00001955","/m/025k3k","","https://www.cardin.senate.gov",,,false,,,,"3","2012",696,0,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:md",,,,"MD","1","","S308",0,97.98,2.02
"C000174","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000174.json","Thomas","R.","Carper",,"1947-01-23","M","D",,"SenatorCarper","tomcarper","senatorcarper","300019","663","22421","15015","N00012508","/m/01xw7t","","https://www.carper.senate.gov/public","https://www.carper.senate.gov/public/?a=RSS.Feed",,false,,,,"9","2012",696,6,0,"2019-11-18 02:30:22 -0500","ocd-division/country:us/state:de",,,,"DE","1","","S277",0.86,94.46,5.54
"C001070","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C001070.json","Bob",,"Casey",,"1960-04-13","M","D",,"SenBobCasey","SenatorBobCasey","SenatorBobCasey","412246","47036","2541","40703","N00027503","/m/047ymw","","https://www.casey.senate.gov","https://www.casey.senate.gov/rss/feeds/?all",,false,,,,"3","2012",696,1,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:pa",,,,"PA","1","","S309",0.14,96.82,3.18
"C000286","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000286.json","Saxby",,"Chambliss",,"1943-11-10","M","R",,"SaxbyChambliss","SaxbyChambliss","SenatorChambliss","300021","36571",,"29512",,"/m/01xcms","","http://www.chambliss.senate.gov",,,false,,,,"7","2014",696,32,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ga",,,,"GA","2","","S290",4.6,95.43,4.57
"C001041","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C001041.json","Hillary","Rodham","Clinton",,"1947-10-26","F","D",,,,,"300022",,,"40105",,,"","",,,false,,,,"9",,6,1,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ny",,,,"NY","1","","S278",16.67,100,0
"C000560","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000560.json","Tom",,"Coburn",,"1948-03-14","M","R",,"TomCoburn",,"SenatorCoburn","400576","36751",,"29555",,"/m/03wnjr","","http://www.coburn.senate.gov",,,false,,,,"5","2010",696,17,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ok",,,,"OK","3","","S301",2.44,91.18,8.82
