"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000014","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000014.json","Neil",,"Abercrombie",,"1938-06-26","M","D",,"neilabercrombie",,"hawaiirep1","400001",,,"15244",,"/m/0255rj","","",,,false,,,,"12",1214,57,5,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:hi/cd:1",,,,"HI","1",false,"1501",4.7,91.08,9
"A000022","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000022.json","Gary","L.","Ackerman",,"1942-11-19","M","D",,"repgaryackerman",,"RepAckerman","400003","1002061",,"15080",,"/m/03rhdq","","",,,false,,,,"18",1214,163,2,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ny/cd:5",,,,"NY","5",false,"3605",13.43,95.66,4.63
"A000055","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000055.json","Robert","B.","Aderholt",,"1965-07-22","M","R",,"Robert_Aderholt","RobertAderholt","RobertAderholt","400004","45516","441","29701","N00003028","/m/024p03","","https://aderholt.house.gov","https://aderholt.house.gov/rss.xml",,false,,,,"4",1214,16,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:al/cd:4",,,,"AL","4",false,"0104",1.32,90.31,9.86
"A000357","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000357.json","Thomas","H.","Allen",,"1945-04-16","M","D",,,,,"400007",,,"29728",,,"","",,,false,,,,"4",1214,23,1,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:me/cd:1",,,,"ME","1",false,"2301",1.89,95.49,4.77
"A000210","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000210.json","Robert","E.","Andrews",,"1957-08-04","M","D",,"RepAndrews",,,"400008","19670",,"29132",,,"","http://andrews.house.gov/",,,false,,,,"12",1214,30,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:nj/cd:1",,,,"NJ","1",false,"3401",2.47,91.1,9.07
"A000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000215.json","Bill",,"Archer",,"1928-03-22","M","R",,,,,"400567",,,"13002",,,"","",,,false,,,,"30",1214,86,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:tx/cd:7",,,,"TX","7",false,"4807",7.08,92.89,7.11
"A000217","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000217.json","Richard","K.","Armey",,"1940-07-07","M","R",,,,,"400551",,,"15200",,,"","",,,false,,,,"16",1214,29,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:tx/cd:26",,,,"TX","26",false,"4826",2.39,95.7,4.56
"B001234","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001234.json","Joe",,"Baca",,"1947-01-23","M","D",,,,,"400009","81682",,"29942",,"/m/024xk0","","",,,false,,,,"2",610,37,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ca/cd:42",,,,"CA","42",false,"0642",6.07,92.21,8.32
"B000013","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000013.json","Spencer",,"Bachus",,"1947-12-28","M","R",,"BachusAL06","SpencerBachus","congressmanbachus","400010","26397",,"29301",,"/m/024p0v","","http://bachus.house.gov",,,false,,,,"8",1214,19,1,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:al/cd:6",,,,"AL","6",false,"0106",1.57,93.27,6.99
"B001229","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001229.json","Brian",,"Baird",,"1956-03-07","M","D",,,,,"400011","45981",,"29938",,"/m/02593n","","",,,false,,,,"2",1214,19,2,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:wa/cd:3",,,,"WA","3",false,"5303",1.57,88.63,11.62
"B000072","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000072.json","Richard","Hugh","Baker",,"1948-05-22","M","R",,,,,"400012",,,"15400",,,"","",,,false,,,,"14",1214,54,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:la/cd:6",,,,"LA","6",false,"2206",4.45,94.82,5.35
"B000081","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000081.json","John",,"Baldacci",,"1955-01-30","M","D",,,,,"400525",,,"29528",,,"","",,,false,,,,"6",1214,17,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:me/cd:2",,,,"ME","2",false,"2302",1.4,93.89,6.36
"B001230","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001230.json","Tammy",,"Baldwin",,"1962-02-11","F","D",,"SenatorBaldwin","senatortammybaldwin","witammybaldwin","400013","57884","3470","29940","N00004367","/m/024v02","","https://www.baldwin.senate.gov","https://www.baldwin.senate.gov/rss/feeds/?type=all",,false,,,,"2",1214,30,2,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:wi/cd:2",,,,"WI","2",false,"5502",2.47,91,9.25
"B000104","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000104.json","Cass",,"Ballenger",,"1926-12-06","M","R",,,,,"400015",,,"15401",,,"","",,,false,,,,"16",1214,30,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:nc/cd:10",,,,"NC","10",false,"3710",2.47,95.52,4.74
"B000134","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000134.json","James","A.","Barcia",,"1952-02-25","M","D",,,,,"400526",,,"29363",,,"","",,,false,,,,"8",1214,25,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:mi/cd:5",,,,"MI","5",false,"2605",2.06,80.17,20.09
"B000169","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000169.json","Bob",,"Barr",,"1948-11-05","M","R",,,,,"400514",,,"29511",,,"","",,,false,,,,"6",1214,50,8,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ga/cd:7",,,,"GA","7",false,"1307",4.12,88.96,11.31
