"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000014","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000014.json","Neil",,"Abercrombie",,"1938-06-26","M","D",,"neilabercrombie",,"hawaiirep1","400001",,,"15244",,"/m/0255rj","","",,,false,,,,"4",933,30,0,"2019-10-08 03:22:41 -0400","ocd-division/country:us/state:hi/cd:1",,,,"HI","1",false,"1501",3.22,90.1,7.28
"A000022","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000022.json","Gary","L.","Ackerman",,"1942-11-19","M","D",,"repgaryackerman",,"RepAckerman","400003","1002061",,"15080",,"/m/03rhdq","","",,,false,,,,"10",933,173,0,"2019-10-08 03:22:41 -0400","ocd-division/country:us/state:ny/cd:7",,,,"NY","7",false,"3607",18.54,92.71,4.59
"A000103","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000103.json","William","Vollie","Alexander",,"1934-01-16","M","D",,,,,"400761",,,"12000",,,"","",,,false,,,,"24",933,188,0,"2019-10-08 03:22:41 -0400","ocd-division/country:us/state:ar/cd:1",,,,"AR","1",false,"0501",20.15,88.77,8.77
"A000109","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000109.json","Wayne","A.","Allard",,"1943-12-02","M","R",,,,,"300003",,,"15801",,,"","",,,false,,,,"2",933,16,0,"2019-10-08 03:22:41 -0400","ocd-division/country:us/state:co/cd:4",,,,"CO","4",false,"0804",1.71,84.83,11.8
"A000121","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000121.json","George","Felix","Allen",,"1952-03-08","M","R",,,,,"300004",,,"15847",,,"","",,,false,,,,"2",545,4,1,"2019-10-08 03:22:41 -0400","ocd-division/country:us/state:va/cd:7",,,,"VA","7",false,"5107",0.73,86.59,10.15
"A000189","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000189.json","Glenn","Malcolm","Anderson",,"1913-02-21",,"D",,,,,"400844",,,"12001",,,"","",,,false,,,,"24",933,30,0,"2019-10-08 03:22:41 -0400","ocd-division/country:us/state:ca/cd:32",,,,"CA","32",false,"0632",3.22,88.47,8.9
"A000211","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000211.json","Thomas","H.","Andrews",,"1953-03-22","M","D",,,,,"400885",,,"15803",,,"","",,,false,,,,"2",933,14,0,"2019-10-08 03:22:41 -0400","ocd-division/country:us/state:me/cd:1",,,,"ME","1",false,"2301",1.5,88.58,8.62
"A000209","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000209.json","Michael",,"Andrews",,"1944-02-07","M","D",,,,,"400882",,,"15000",,,"","",,,false,,,,"10",933,18,0,"2019-10-08 03:22:41 -0400","ocd-division/country:us/state:tx/cd:25",,,,"TX","25",false,"4825",1.93,81.98,15.09
"A000210","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000210.json","Robert","E.","Andrews",,"1957-08-04","M","D",,"RepAndrews",,,"400008","19670",,"29132",,,"","http://andrews.house.gov/",,,false,,,,"2",933,26,0,"2019-10-08 03:22:41 -0400","ocd-division/country:us/state:nj/cd:1",,,,"NJ","1",false,"3401",2.79,82.16,15
"A000212","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000212.json","Frank",,"Annunzio",,"1915-01-12","M","D",,,,,"400895",,,"10703",,,"","",,,false,,,,"28",933,48,0,"2019-10-08 03:22:41 -0400","ocd-division/country:us/state:il/cd:11",,,,"IL","11",false,"1711",5.14,90.23,6.74
