"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000014","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000014.json","Neil",,"Abercrombie",,"1938-06-26","M","D",,"neilabercrombie",,"hawaiirep1","400001",,,"15244",,"/m/0255rj","","",,,false,,,,"6",1122,57,0,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:hi/cd:1",,,,"HI","1",false,"1501",5.08,88.63,10.69
"A000022","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000022.json","Gary","L.","Ackerman",,"1942-11-19","M","D",,"repgaryackerman",,"RepAckerman","400003","1002061",,"15080",,"/m/03rhdq","","",,,false,,,,"12",1122,80,0,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:ny/cd:5",,,,"NY","5",false,"3605",7.13,92.64,6.56
"A000109","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000109.json","Wayne","A.","Allard",,"1943-12-02","M","R",,,,,"300003",,,"15801",,,"","",,,false,,,,"4",1122,6,0,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:co/cd:4",,,,"CO","4",false,"0804",0.53,87.19,12.07
"A000209","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000209.json","Michael",,"Andrews",,"1944-02-07","M","D",,,,,"400882",,,"15000",,,"","",,,false,,,,"12",1122,99,0,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:tx/cd:25",,,,"TX","25",false,"4825",8.82,83.65,15.54
"A000210","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000210.json","Robert","E.","Andrews",,"1957-08-04","M","D",,"RepAndrews",,,"400008","19670",,"29132",,,"","http://andrews.house.gov/",,,false,,,,"6",1122,50,0,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:nj/cd:1",,,,"NJ","1",false,"3401",4.46,81.74,17.49
"A000211","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000211.json","Thomas","H.","Andrews",,"1953-03-22","M","D",,,,,"400885",,,"15803",,,"","",,,false,,,,"4",1122,22,0,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:me/cd:1",,,,"ME","1",false,"2301",1.96,91.44,7.81
"A000214","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000214.json","Douglas",,"Applegate",,"1928-03-27","M","D",,,,,"400906",,,"14402",,,"","",,,false,,,,"18",1122,70,1,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:oh/cd:18",,,,"OH","18",false,"3918",6.24,82.17,17.34
"A000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000215.json","Bill",,"Archer",,"1928-03-22","M","R",,,,,"400567",,,"13002",,,"","",,,false,,,,"24",1122,27,0,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:tx/cd:7",,,,"TX","7",false,"4807",2.41,86.23,13.49
"A000217","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000217.json","Richard","K.","Armey",,"1940-07-07","M","R",,,,,"400551",,,"15200",,,"","",,,false,,,,"10",1122,28,0,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:tx/cd:26",,,,"TX","26",false,"4826",2.5,88.54,10.7
"A000224","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000224.json","Leslie",,"Aspin",,"1938-07-21","M","D",,,,,"400967",,,"13003",,,"","",,,false,,,,"24",0,0,0,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:wi/cd:1",,,,"WI","1",false,"5501",0,0,
"B000008","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000008.json","Jim",,"Bacchus",,"1949-06-21","M","D",,,,,"401014",,,"15804",,,"","",,,false,,,,"4",1122,61,0,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:fl/cd:15",,,,"FL","15",false,"1215",5.44,88.67,10.64
"B000013","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000013.json","Spencer",,"Bachus",,"1947-12-28","M","R",,"BachusAL06","SpencerBachus","congressmanbachus","400010","26397",,"29301",,"/m/024p0v","","http://bachus.house.gov",,,false,,,,"2",1122,25,0,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:al/cd:6",,,,"AL","6",false,"0106",2.23,91.67,7.66
"B000028","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000028.json","Scotty",,"Baesler",,"1941-07-09","M","D",,,,,"401033",,,"29353",,,"","",,,false,,,,"2",1122,19,0,"2019-10-08 03:11:45 -0400","ocd-division/country:us/state:ky/cd:6",,,,"KY","6",false,"2106",1.69,87.72,11.53
