"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000370","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000370.json","Alma",,"Adams",,"1946-05-27","F","D",,"RepAdams","CongresswomanAdams",,"412607","76386","5935","21545","N00035451","/m/02b45d","","https://adams.house.gov","https://adams.house.gov/rss.xml",,false,,-0.468,,"2",48,2,0,"2019-11-18 02:30:22 -0500","ocd-division/country:us/state:nc/cd:12",,,,"NC","12",false,"3712",4.17,97.83,2.17
"A000055","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000055.json","Robert","B.","Aderholt",,"1965-07-22","M","R",,"Robert_Aderholt","RobertAderholt","RobertAderholt","400004","45516","441","29701","N00003028","/m/024p03","","https://aderholt.house.gov","https://aderholt.house.gov/rss.xml",,false,,0.361,0.844847943,"18",1204,110,0,"2019-10-07 10:38:04 -0400","ocd-division/country:us/state:al/cd:4",,,,"AL","4",false,"0104",9.14,94.4,5.5
"A000361","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000361.json","Rodney",,"Alexander",,"1946-12-05","M","R",,"USRepAlexander","RepRodneyAlexander","RepRodneyMAlexander","400006","1004256",,"90327",,"/m/025jxc","","",,,false,,0.331,0.615240126,"12",490,12,0,"2019-10-07 10:38:04 -0400","ocd-division/country:us/state:la/cd:5",,,,"LA","5",false,"2205",2.45,92.86,6.93
"A000367","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000367.json","Justin",,"Amash",,"1980-04-18","M","R",,"justinamash","repjustinamash","repjustinamash","412438","1033767","105566","21143","N00031938","/m/0c00p_n","","https://amash.house.gov","https://amash.house.gov/rss.xml",,false,,0.649,0.521346012,"4",1204,0,2,"2019-10-07 10:38:04 -0400","ocd-division/country:us/state:mi/cd:3",,,,"MI","3",false,"2603",0,77.31,22.6
"A000369","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000369.json","Mark",,"Amodei",,"1958-06-12","M","R",,"MarkAmodeiNV2","MarkAmodeiNV2","markamodeinv2","412500","62817","12537","21196","N00031177","/m/03bzdkn","","https://amodei.house.gov",,,false,,0.376,0.850284197,"4",1204,98,0,"2019-10-07 10:38:04 -0400","ocd-division/country:us/state:nv/cd:2",,,,"NV","2",false,"3202",8.14,94.47,5.44
"A000210","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000210.json","Robert","E.","Andrews",,"1957-08-04","M","D",,"RepAndrews",,,"400008","19670",,"29132",,,"","http://andrews.house.gov/",,,false,,-0.297,-0.962338518,"26",703,10,1,"2019-10-07 10:38:04 -0400","ocd-division/country:us/state:nj/cd:1",,,,"NJ","1",false,"3401",1.42,91.39,8.47
"B001256","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001256.json","Michele",,"Bachmann",,"1956-04-06","F","R",,"MicheleBachmann","RepMicheleBachmann","RepMicheleBachmann","412216","1021492",,"20728",,"/m/06jm4y","","http://bachmann.house.gov",,,false,,0.584,0.888131092,"8",1204,96,0,"2019-10-07 10:38:04 -0400","ocd-division/country:us/state:mn/cd:6",,,,"MN","6",false,"2706",7.97,94.38,5.53
"B000013","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000013.json","Spencer",,"Bachus",,"1947-12-28","M","R",,"BachusAL06","SpencerBachus","congressmanbachus","400010","26397",,"29301",,"/m/024p0v","","http://bachus.house.gov",,,false,,0.387,0.664485337,"22",1204,31,0,"2019-10-07 10:38:04 -0400","ocd-division/country:us/state:al/cd:6",,,,"AL","6",false,"0106",2.57,93.33,6.59
"B001279","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001279.json","Ron",,"Barber",,"1945-08-25","M","D",,"RepRonBarber","RepRonBarber","RepRonBarber","412502","31093",,"21199",,"/m/0k0qntf","","http://barber.house.gov",,,false,,-0.123,-0.281236498,"4",1204,33,0,"2019-10-07 10:38:04 -0400","ocd-division/country:us/state:az/cd:2",,,,"AZ","2",false,"0402",2.74,76.25,23.67
"B001269","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001269.json","Lou",,"Barletta",,"1956-01-28","M","R",,"RepLouBarletta","CongressmanLouBarletta","reploubarletta","412469","29618","47143","21171","N00025495","/m/03wcvjl","","https://barletta.house.gov",,,false,,0.277,0.61629578,"4",1204,27,0,"2019-10-07 10:38:04 -0400","ocd-division/country:us/state:pa/cd:11",,,,"PA","11",false,"4211",2.24,94.03,5.89
"B001282","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001282.json","Andy",,"Barr",,"1973-07-24","M","R",,"RepAndyBarr","RepAndyBarr","RepAndyBarr","412541","61848","117290","21333","N00031233","/m/0ddc6r6","","https://barr.house.gov",,,false,,0.485,1.018471332,"2",1204,5,0,"2019-10-07 10:38:04 -0400","ocd-division/country:us/state:ky/cd:6",,,,"KY","6",false,"2106",0.42,95.31,4.61
