"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000014","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000014.json","Neil",,"Abercrombie",,"1938-06-26","M","D",,"neilabercrombie",,"hawaiirep1","400001",,,"15244",,"/m/0255rj","","",,,false,,,,"16",1221,49,1,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:hi/cd:1",,,,"HI","1",false,"1501",4.01,94.02,6.07
"A000359","Resident Commissioner","R.C.","https://api.propublica.org/congress/v1/members/A000359.json","An",,"Acevedo-Vila",,"1962-02-13","M","D",,,,,"400002",,,"70601",,,"","",,,false,,,,"4",0,0,0,"2013-04-12 20:12:01 -0400","ocd-division/country:us/state:pr/cd:80",,,,"PR","At-Large",true,"7298",0,0,
"A000022","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000022.json","Gary","L.","Ackerman",,"1942-11-19","M","D",,"repgaryackerman",,"RepAckerman","400003","1002061",,"15080",,"/m/03rhdq","","",,,false,,,,"22",1221,134,2,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ny/cd:5",,,,"NY","5",false,"3605",10.97,96.25,3.93
"A000055","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000055.json","Robert","B.","Aderholt",,"1965-07-22","M","R",,"Robert_Aderholt","RobertAderholt","RobertAderholt","400004","45516","441","29701","N00003028","/m/024p03","","https://aderholt.house.gov","https://aderholt.house.gov/rss.xml",,false,,,,"8",1221,46,0,"2021-03-02 02:35:23 -0500","ocd-division/country:us/state:al/cd:4",,,,"AL","4",false,"0104",3.77,94.85,5.23
"A000358","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000358.json","Todd",,"Akin",,"1947-07-05","M","R",,"reptoddakin",,"RepToddAkin","400005","87412",,"20123",,"/m/025xzm","","",,,false,,,,"4",1221,43,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:mo/cd:2",,,,"MO","2",false,"2902",3.52,93.83,6.34
"A000361","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000361.json","Rodney",,"Alexander",,"1946-12-05","M","R",,"USRepAlexander","RepRodneyAlexander","RepRodneyMAlexander","400006","1004256",,"90327",,"/m/025jxc","","",,,false,,,,"2",0,0,0,"2016-05-03 15:22:14 -0400","ocd-division/country:us/state:la/cd:5",,,,"LA","5",false,"2205",0,0,
"A000361","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000361.json","Rodney",,"Alexander",,"1946-12-05","M","D",,"USRepAlexander","RepRodneyAlexander","RepRodneyMAlexander","400006","1004256",,"90327",,"/m/025jxc","","",,,false,,,,"2",1221,18,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:la/cd:5",,,,"LA","5",false,"2205",1.47,80.56,19.61
"A000357","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000357.json","Thomas","H.","Allen",,"1945-04-16","M","D",,,,,"400007",,,"29728",,,"","",,,false,,,,"8",1221,22,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:me/cd:1",,,,"ME","1",false,"2301",1.8,95.16,5.01
"A000210","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000210.json","Robert","E.","Andrews",,"1957-08-04","M","D",,"RepAndrews",,,"400008","19670",,"29132",,,"","http://andrews.house.gov/",,,false,,,,"16",1221,59,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:nj/cd:1",,,,"NJ","1",false,"3401",4.83,94.23,5.86
"B001234","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001234.json","Joe",,"Baca",,"1947-01-23","M","D",,,,,"400009","81682",,"29942",,"/m/024xk0","","",,,false,,,,"6",1221,23,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ca/cd:43",,,,"CA","43",false,"0643",1.88,94.22,5.95
"B000013","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000013.json","Spencer",,"Bachus",,"1947-12-28","M","R",,"BachusAL06","SpencerBachus","congressmanbachus","400010","26397",,"29301",,"/m/024p0v","","http://bachus.house.gov",,,false,,,,"12",1221,59,1,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:al/cd:6",,,,"AL","6",false,"0106",4.83,96.18,4
"B001229","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001229.json","Brian",,"Baird",,"1956-03-07","M","D",,,,,"400011","45981",,"29938",,"/m/02593n","","",,,false,,,,"6",1221,40,5,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:wa/cd:3",,,,"WA","3",false,"5303",3.28,92.25,7.92
"B000072","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000072.json","Richard","Hugh","Baker",,"1948-05-22","M","R",,,,,"400012",,,"15400",,,"","",,,false,,,,"18",1221,58,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:la/cd:6",,,,"LA","6",false,"2206",4.75,97.31,2.86
"B001230","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001230.json","Tammy",,"Baldwin",,"1962-02-11","F","D",,"SenatorBaldwin","senatortammybaldwin","witammybaldwin","400013","57884","3470","29940","N00004367","/m/024v02","","https://www.baldwin.senate.gov","https://www.baldwin.senate.gov/rss/feeds/?type=all",,false,,,,"6",1221,7,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:wi/cd:2",,,,"WI","2",false,"5502",0.57,94.39,5.69
"B001238","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001238.json","Frank","W.","Ballance",,"1942-02-15","M","D",,,,,"400014",,,"20339",,,"","",,,false,,,,"2",908,60,3,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:nc/cd:1",,,,"NC","1",false,"3701",6.61,95.44,4.8
"B000104","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000104.json","Cass",,"Ballenger",,"1926-12-06","M","R",,,,,"400015",,,"15401",,,"","",,,false,,,,"20",1221,146,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:nc/cd:10",,,,"NC","10",false,"3710",11.96,97.47,2.72
"B001239","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001239.json","J.","Gresham","Barrett",,"1961-02-14","M","R",,"greshambarrett",,"Repgreshambarrett","400016","1003613",,"20347",,,"","",,,false,,,,"2",1221,13,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:sc/cd:3",,,,"SC","3",false,"4503",1.06,94.25,5.84
"B000208","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000208.json","Roscoe","G.","Bartlett",,"1926-06-03","M","R",,,,"RepRoscoeBartlett","400017","27026",,"29356",,"/m/025k82","","",,,false,,,,"12",1221,8,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:md/cd:6",,,,"MD","6",false,"2406",0.66,90.18,9.98
"B000213","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000213.json","Joe","L.","Barton",,"1949-09-15","M","R",,"RepJoeBarton","RepJoeBarton","repjoebarton","400018","5248","27082","15085","N00005656","/m/03rspq","","https://joebarton.house.gov",,,false,,,,"20",1221,73,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:tx/cd:6",,,,"TX","6",false,"4806",5.98,95.87,4.3
"B000220","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000220.json","Charles","F.","Bass",,"1952-01-08","M","R",,"RepCharlesBass",,,"400019","37079",,"29538",,"/m/02vypx","","",,,false,,,,"10",1221,18,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:nh/cd:2",,,,"NH","2",false,"3302",1.47,92.62,7.55
"B001240","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001240.json","Bob",,"Beauprez",,"1948-09-22","M","R",,,,,"400020",,,"20312",,,"","",,,false,,,,"2",1221,18,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:co/cd:7",,,,"CO","7",false,"0807",1.47,96.22,3.94
"B000287","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000287.json","Xavier",,"Becerra",,"1958-01-26","M","D",,"RepBecerra","XavierBecerra","XavierBecerra","400021","26567",,"29316",,"/m/024trk","","http://becerra.house.gov","https://becerra.house.gov/rss/press-releases.xml",,false,,,,"12",1221,83,3,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ca/cd:31",,,,"CA","31",false,"0631",6.8,96.42,3.76
"B001241","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001241.json","Chris",,"Bell",,"1959-11-23","M","D",,,,,"400022",,,"20354",,,"","",,,false,,,,"2",1221,92,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:tx/cd:25",,,,"TX","25",false,"4825",7.53,93.15,7.03
"B000403","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000403.json","Douglas","K.","Bereuter",,"1939-10-06","M","R",,,,,"400023",,,"14605",,,"","",,,false,,,,"26",1098,95,3,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ne/cd:1",,,,"NE","1",false,"3101",8.65,91.85,8.35
"B001231","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001231.json","Shelley",,"Berkley",,"1951-01-20","F","D",,"repberkley",,"ShelleyBerkley","400024",,,"29922",,"/m/025h7j","","",,,false,,,,"6",1221,124,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:nv/cd:1",,,,"NV","1",false,"3201",10.16,94.99,5.19
"B000410","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000410.json","Howard","L.","Berman",,"1941-04-15","M","D",,"RepHowardBerman",,"RepHowardBerman","400025","1592",,"15004",,,"","",,,false,,,,"22",1221,145,1,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ca/cd:28",,,,"CA","28",false,"0628",11.88,95.86,4.14
"B000420","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000420.json","Marion",,"Berry",,"1942-08-27","M","D",,,,"CongressmanBerry","400026","45115",,"29702",,,"","",,,false,,,,"8",1221,31,1,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ar/cd:1",,,,"AR","1",false,"0501",2.54,85.97,14.2
"B001232","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001232.json","Judy",,"Biggert",,"1937-08-15","F","R",,"JudyBiggert",,"JudyBiggert","400027","57890",,"29912",,"/m/0256wq","","",,,false,,,,"6",1221,9,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:il/cd:13",,,,"IL","13",false,"1713",0.74,94.01,6.16
"B000463","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000463.json","Michael",,"Bilirakis",,"1930-07-16","M","R",,,,,"400028",,,"15005",,,"","",,,false,,,,"22",1221,21,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:fl/cd:9",,,,"FL","9",false,"1209",1.72,95.3,4.78
"B001250","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001250.json","Rob",,"Bishop",,"1951-07-13","M","R",,"RepRobBishop","RepRobBishop","CongressmanBishop","400029","1003621","50544","20357","N00025292","/m/02tn41","","https://robbishop.house.gov","https://robbishop.house.gov/rss.xml",,false,,,,"2",1221,78,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ut/cd:1",,,,"UT","1",false,"4901",6.39,95.14,5.04
"B001242","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001242.json","Timothy","H.","Bishop",,"1950-06-01","M","D",,"TimBishopNY","RepTimBishop","timbishop01","400031","1003587",,"20338",,,"","http://timbishop.house.gov",,,false,,,,"2",1221,25,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ny/cd:1",,,,"NY","1",false,"3601",2.05,96.6,3.57
"B000490","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000490.json","Sanford","D.","Bishop","Jr.","1947-02-04","M","D",,"SanfordBishop","sanfordbishop","RepSanfordBishop","400030","26194","26817","29339","N00002674","/m/02554k","","https://bishop.house.gov","https://bishop.house.gov/rss.xml",,false,,,,"12",1221,34,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:ga/cd:2",,,,"GA","2",false,"1302",2.78,89.11,11.06
"B001243","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001243.json","Marsha",,"Blackburn",,"1952-06-06","F","R",,"MarshaBlackburn","marshablackburn","RepMarshaBlackburn","400032","31226","25186","20351","N00003105","/m/01fnkt","","https://www.blackburn.senate.gov",,,false,,,,"2",1221,24,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:tn/cd:7",,,,"TN","7",false,"4707",1.97,95.45,4.72
"B000574","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000574.json","Earl",,"Blumenauer",,"1948-08-16","M","D",,"BlumenauerMedia",,"RepBlumenauer","400033","43809","367","29588","N00007727","/m/033tw8","","https://blumenauer.house.gov","https://blumenauer.house.gov/rss.xml",,false,,,,"10",1221,65,3,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:or/cd:3",,,,"OR","3",false,"4103",5.32,94.27,5.9
"B000575","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000575.json","Roy",,"Blunt",,"1950-01-10","M","R",,"RoyBlunt","SenatorBlunt","SenatorBlunt","400034","45465","418","29735","N00005195","/m/034fn4","","https://www.blunt.senate.gov",,,false,,,,"8",1221,35,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:mo/cd:7",,,,"MO","7",false,"2907",2.87,96.77,3.4
