"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000014","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000014.json","Neil",,"Abercrombie",,"1938-06-26","M","D",,"neilabercrombie",,"hawaiirep1","400001",,,"15244",,"/m/0255rj","","",,,false,,,,"8",1340,45,2,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:hi/cd:1",,,,"HI","1",false,"1501",3.36,87.4,13.9
"A000022","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000022.json","Gary","L.","Ackerman",,"1942-11-19","M","D",,"repgaryackerman",,"RepAckerman","400003","1002061",,"15080",,"/m/03rhdq","","",,,false,,,,"14",1340,99,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ny/cd:5",,,,"NY","5",false,"3605",7.39,95.42,5.86
"A000109","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000109.json","Wayne","A.","Allard",,"1943-12-02","M","R",,,,,"300003",,,"15801",,,"","",,,false,,,,"6",1340,34,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:co/cd:4",,,,"CO","4",false,"0804",2.54,93.58,7.69
"A000210","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000210.json","Robert","E.","Andrews",,"1957-08-04","M","D",,"RepAndrews",,,"400008","19670",,"29132",,,"","http://andrews.house.gov/",,,false,,,,"8",1340,90,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:nj/cd:1",,,,"NJ","1",false,"3401",6.72,79.12,22.14
"A000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000215.json","Bill",,"Archer",,"1928-03-22","M","R",,,,,"400567",,,"13002",,,"","",,,false,,,,"26",1340,35,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:tx/cd:7",,,,"TX","7",false,"4807",2.61,95.91,4.96
"A000217","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000217.json","Richard","K.","Armey",,"1940-07-07","M","R",,,,,"400551",,,"15200",,,"","",,,false,,,,"12",1340,27,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:tx/cd:26",,,,"TX","26",false,"4826",2.01,96.53,4.73
"B000013","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000013.json","Spencer",,"Bachus",,"1947-12-28","M","R",,"BachusAL06","SpencerBachus","congressmanbachus","400010","26397",,"29301",,"/m/024p0v","","http://bachus.house.gov",,,false,,,,"4",1340,26,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:al/cd:6",,,,"AL","6",false,"0106",1.94,96.06,5.2
"B000028","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000028.json","Scotty",,"Baesler",,"1941-07-09","M","D",,,,,"401033",,,"29353",,,"","",,,false,,,,"4",1340,26,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ky/cd:6",,,,"KY","6",false,"2106",1.94,74.04,27.24
"B000078","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000078.json","Bill",,"Baker",,"1940-06-14","M","R",,,,,"401081",,,"29310",,,"","",,,false,,,,"4",1340,18,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:10",,,,"CA","10",false,"0610",1.34,95.77,5.48
"B000072","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000072.json","Richard","Hugh","Baker",,"1948-05-22","M","R",,,,,"400012",,,"15400",,,"","",,,false,,,,"10",1340,83,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:la/cd:6",,,,"LA","6",false,"2206",6.19,96.54,4.77
