"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000374","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000374.json","Ralph",,"Abraham",,"1954-09-16","M","R",,"RepAbraham","CongressmanRalphAbraham",,"412630","76236","155414","21522","N00036633","/m/012dwd7_","H4LA05221","https://abraham.house.gov","https://abraham.house.gov/rss.xml",,false,,0.504,,"2","2016",1325,2,0,"2019-10-07 10:27:32 -0400","ocd-division/country:us/state:la/cd:5",,,,"LA","5",false,"2205",0.15,97.26,2.67
"A000370","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000370.json","Alma",,"Adams",,"1946-05-27","F","D",,"RepAdams","CongresswomanAdams",,"412607","76386","5935","21545","N00035451","/m/02b45d","H4NC12100","https://adams.house.gov","https://adams.house.gov/rss.xml",,false,,-0.468,,"4","2016",1325,101,0,"2021-03-02 02:35:22 -0500","ocd-division/country:us/state:nc/cd:12",,,,"NC","12",false,"3712",7.62,98.51,1.41
"A000055","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000055.json","Robert","B.","Aderholt",,"1965-07-22","M","R",,"Robert_Aderholt","RobertAderholt","RobertAderholt","400004","45516","441","29701","N00003028","/m/024p03","H6AL04098","https://aderholt.house.gov","https://aderholt.house.gov/rss.xml",,false,,0.361,,"20","2016",1325,22,0,"2021-03-02 02:35:23 -0500","ocd-division/country:us/state:al/cd:4",,,,"AL","4",false,"0104",1.66,95.13,4.8
"A000371","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000371.json","Pete",,"Aguilar",,"1979-06-19","M","D",,"reppeteaguilar","reppeteaguilar",,"412615","79994","70114","21506","N00033997","/m/0jwv0xf","H2CA31125","https://aguilar.house.gov","https://aguilar.house.gov/rss.xml",,false,,-0.286,,"2","2016",1325,47,0,"2021-03-02 02:35:23 -0500","ocd-division/country:us/state:ca/cd:31",,,,"CA","31",false,"0631",3.55,91.53,8.39
"A000372","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000372.json","Rick",,"Allen",,"1951-11-07","M","R",,"reprickallen","CongressmanRickAllen",,"412625","62545","136062","21516","N00033720","/m/0127y9dk","H2GA12121","https://allen.house.gov",,,false,,0.619,,"2","2016",1325,16,0,"2021-03-02 02:35:23 -0500","ocd-division/country:us/state:ga/cd:12",,,,"GA","12",false,"1312",1.21,97.61,2.31
"A000367","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000367.json","Justin",,"Amash",,"1980-04-18","M","R",,"justinamash","repjustinamash","repjustinamash","412438","1033767","105566","21143","N00031938","/m/0c00p_n","H0MI03126","https://amash.house.gov","https://amash.house.gov/rss.xml",,false,,0.649,,"6","2016",1325,0,3,"2019-10-07 10:27:32 -0400","ocd-division/country:us/state:mi/cd:3",,,,"MI","3",false,"2603",0,75.67,24.26
"A000369","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000369.json","Mark",,"Amodei",,"1958-06-12","M","R",,"MarkAmodeiNV2","MarkAmodeiNV2","markamodeinv2","412500","62817","12537","21196","N00031177","/m/03bzdkn","S0NV00237","https://amodei.house.gov",,,false,,0.376,,"6","2016",1325,83,1,"2021-03-02 02:35:23 -0500","ocd-division/country:us/state:nv/cd:2",,,,"NV","2",false,"3202",6.26,94.89,5.03
"A000373","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000373.json","Brad",,"Ashford",,"1949-11-10","M","D",,"RepBradAshford","RepBradAshford",,"412642","76302",,"21533",,"/m/02pys5v","H4NE02054","https://ashford.house.gov","https://ashford.house.gov/rss.xml",,false,,-0.185,,"2","2016",1325,14,0,"2019-10-07 10:27:32 -0400","ocd-division/country:us/state:ne/cd:2",,,,"NE","2",false,"3102",1.06,78.57,21.36
"B001291","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001291.json","Brian",,"Babin",,"1948-03-23","M","R",,"RepBrianBabin","RepBrianBabin",,"412655","44883","360","21551","N00005736","/m/010qgj35","H6TX02079","https://babin.house.gov",,,false,,0.708,,"2","2016",1325,27,1,"2021-03-02 02:35:23 -0500","ocd-division/country:us/state:tx/cd:36",,,,"TX","36",false,"4836",2.04,95.58,4.34
"B001269","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001269.json","Lou",,"Barletta",,"1956-01-28","M","R",,"RepLouBarletta","CongressmanLouBarletta","reploubarletta","412469","29618","47143","21171","N00025495","/m/03wcvjl","H2PA11098","https://barletta.house.gov",,,false,,0.277,,"6","2016",1325,85,0,"2019-10-07 10:27:32 -0400","ocd-division/country:us/state:pa/cd:11",,,,"PA","11",false,"4211",6.42,93.74,6.17
