"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct"
"A000014","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000014.json","Neil",,"Abercrombie",,"1938-06-26","M","D",,"neilabercrombie",,"hawaiirep1","400001",,,"15244",,"/m/0255rj","","",,,false,,,,"14",996,48,1,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:hi/cd:1",,,,"HI","1",false,"1501",4.82,89.22,11.31
"A000359","Resident Commissioner","R.C.","https://api.propublica.org/congress/v1/members/A000359.json","An",,"Acevedo-Vila",,"1962-02-13","M","D",,,,,"400002",,,"70601",,,"","",,,false,,,,"2",0,0,0,"2013-04-12 20:12:01 -0400","ocd-division/country:us/state:pr/cd:80",,,,"PR","At-Large",true,"7298",0,0,
"A000022","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000022.json","Gary","L.","Ackerman",,"1942-11-19","M","D",,"repgaryackerman",,"RepAckerman","400003","1002061",,"15080",,"/m/03rhdq","","",,,false,,,,"20",996,89,4,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:ny/cd:5",,,,"NY","5",false,"3605",8.94,94.59,5.98
"A000055","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000055.json","Robert","B.","Aderholt",,"1965-07-22","M","R",,"Robert_Aderholt","RobertAderholt","RobertAderholt","400004","45516","441","29701","N00003028","/m/024p03","","https://aderholt.house.gov","https://aderholt.house.gov/rss.xml",,false,,,,"6",996,24,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:al/cd:4",,,,"AL","4",false,"0104",2.41,91.42,9.1
"A000358","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000358.json","Todd",,"Akin",,"1947-07-05","M","R",,"reptoddakin",,"RepToddAkin","400005","87412",,"20123",,"/m/025xzm","","",,,false,,,,"2",996,6,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:mo/cd:2",,,,"MO","2",false,"2902",0.6,94.35,6.16
"A000357","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000357.json","Thomas","H.","Allen",,"1945-04-16","M","D",,,,,"400007",,,"29728",,,"","",,,false,,,,"6",996,29,1,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:me/cd:1",,,,"ME","1",false,"2301",2.91,95.78,4.75
"A000210","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000210.json","Robert","E.","Andrews",,"1957-08-04","M","D",,"RepAndrews",,,"400008","19670",,"29132",,,"","http://andrews.house.gov/",,,false,,,,"14",996,27,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:nj/cd:1",,,,"NJ","1",false,"3401",2.71,93.37,7.16
"A000217","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000217.json","Richard","K.","Armey",,"1940-07-07","M","R",,,,,"400551",,,"15200",,,"","",,,false,,,,"18",996,26,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:tx/cd:26",,,,"TX","26",false,"4826",2.61,97.48,3.04
"B001234","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001234.json","Joe",,"Baca",,"1947-01-23","M","D",,,,,"400009","81682",,"29942",,"/m/024xk0","","",,,false,,,,"4",996,14,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:ca/cd:42",,,,"CA","42",false,"0642",1.41,95.43,5.09
"B000013","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000013.json","Spencer",,"Bachus",,"1947-12-28","M","R",,"BachusAL06","SpencerBachus","congressmanbachus","400010","26397",,"29301",,"/m/024p0v","","http://bachus.house.gov",,,false,,,,"10",996,62,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:al/cd:6",,,,"AL","6",false,"0106",6.22,98.04,2.51
"B001229","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001229.json","Brian",,"Baird",,"1956-03-07","M","D",,,,,"400011","45981",,"29938",,"/m/02593n","","",,,false,,,,"4",996,17,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:wa/cd:3",,,,"WA","3",false,"5303",1.71,88.35,12.07
"B000072","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000072.json","Richard","Hugh","Baker",,"1948-05-22","M","R",,,,,"400012",,,"15400",,,"","",,,false,,,,"16",996,49,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:la/cd:6",,,,"LA","6",false,"2206",4.92,97.96,2.58
"B000081","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000081.json","John",,"Baldacci",,"1955-01-30","M","D",,,,,"400525",,,"29528",,,"","",,,false,,,,"8",996,46,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:me/cd:2",,,,"ME","2",false,"2302",4.62,95.92,4.61
"B001230","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001230.json","Tammy",,"Baldwin",,"1962-02-11","F","D",,"SenatorBaldwin","senatortammybaldwin","witammybaldwin","400013","57884","3470","29940","N00004367","/m/024v02","","https://www.baldwin.senate.gov","https://www.baldwin.senate.gov/rss/feeds/?type=all",,false,,,,"4",996,19,1,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:wi/cd:2",,,,"WI","2",false,"5502",1.91,90.61,9.92
"B000104","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000104.json","Cass",,"Ballenger",,"1926-12-06","M","R",,,,,"400015",,,"15401",,,"","",,,false,,,,"18",996,39,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:nc/cd:10",,,,"NC","10",false,"3710",3.92,97.35,3.08
"B000134","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000134.json","James","A.","Barcia",,"1952-02-25","M","D",,,,,"400526",,,"29363",,,"","",,,false,,,,"10",996,40,1,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:mi/cd:5",,,,"MI","5",false,"2605",4.02,85.47,15.06
"B000169","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000169.json","Bob",,"Barr",,"1948-11-05","M","R",,,,,"400514",,,"29511",,,"","",,,false,,,,"8",996,61,4,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:ga/cd:7",,,,"GA","7",false,"1307",6.12,92.96,7.37
"B000177","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000177.json","Thomas","M.","Barrett",,"1953-12-08","M","D",,,,,"400553",,,"39315",,,"","",,,false,,,,"10",996,56,1,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:wi/cd:5",,,,"WI","5",false,"5505",5.62,94.03,6.51
"B000208","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000208.json","Roscoe","G.","Bartlett",,"1926-06-03","M","R",,,,"RepRoscoeBartlett","400017","27026",,"29356",,"/m/025k82","","",,,false,,,,"10",996,8,3,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:md/cd:6",,,,"MD","6",false,"2406",0.8,92.59,7.92
"B000213","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000213.json","Joe","L.","Barton",,"1949-09-15","M","R",,"RepJoeBarton","RepJoeBarton","repjoebarton","400018","5248","27082","15085","N00005656","/m/03rspq","","https://joebarton.house.gov",,,false,,,,"18",996,64,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:tx/cd:6",,,,"TX","6",false,"4806",6.43,96.62,3.81
"B000220","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000220.json","Charles","F.","Bass",,"1952-01-08","M","R",,"RepCharlesBass",,,"400019","37079",,"29538",,"/m/02vypx","","",,,false,,,,"8",996,10,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:nh/cd:2",,,,"NH","2",false,"3302",1,92.47,8.04
"B000287","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000287.json","Xavier",,"Becerra",,"1958-01-26","M","D",,"RepBecerra","XavierBecerra","XavierBecerra","400021","26567",,"29316",,"/m/024trk","","http://becerra.house.gov","https://becerra.house.gov/rss/press-releases.xml",,false,,,,"10",996,116,2,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:ca/cd:30",,,,"CA","30",false,"0630",11.65,96.18,4.29
"B000400","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000400.json","Ken",,"Bentsen",,"1959-06-03","M","D",,,,,"400550",,,"29574",,,"","",,,false,,,,"8",996,36,0,"2019-10-07 12:32:54 -0400","ocd-division/country:us/state:tx/cd:25",,,,"TX","25",false,"4825",3.61,92.55,7.98
